county,state,resource_region,reeds_ba
Greenbrier,WV,249,p116
Hancock,WV,249,p116
Harrison,WV,249,p116
Jackson,WV,249,p116
Lewis,WV,249,p116
Marion,WV,249,p116
Marshall,WV,249,p116
Monongalia,WV,249,p116
Monroe,WV,249,p116
Nicholas,WV,249,p116
Ohio,WV,249,p116
Pleasants,WV,249,p116
Ritchie,WV,249,p116
Roane,WV,249,p116
Summers,WV,249,p116
Taylor,WV,249,p116
Tyler,WV,249,p116
Upshur,WV,249,p116
Webster,WV,249,p116
Wetzel,WV,249,p116
Wirt,WV,249,p116
Wood,WV,249,p116
Grant,WV,250,p116
Mineral,WV,250,p116
Pendleton,WV,250,p116
Pocahontas,WV,250,p116
Preston,WV,250,p116
Randolph,WV,250,p116
Tucker,WV,250,p116
Berkeley,WV,308,p116
Hampshire,WV,308,p116
Hardy,WV,308,p116
Jefferson,WV,308,p116
Morgan,WV,308,p116
Cabell,WV,246,p117
Kanawha,WV,246,p117
Mason,WV,246,p117
Putnam,WV,246,p117
Boone,WV,247,p117
Lincoln,WV,247,p117
Logan,WV,247,p117
Mingo,WV,247,p117
Wayne,WV,247,p117
Fayette,WV,248,p117
Mcdowell,WV,248,p117
Mercer,WV,248,p117
Raleigh,WV,248,p117
Wyoming,WV,248,p117
Bland,VA,243,p118
Bristol,VA,243,p118
Bristol City,VA,243,p118
Buchanan,VA,243,p118
Dickenson,VA,243,p118
Giles,VA,243,p118
Lee,VA,243,p118
Norton,VA,243,p118
Norton City,VA,243,p118
Russell,VA,243,p118
Scott,VA,243,p118
Smyth,VA,243,p118
Tazewell,VA,243,p118
Washington,VA,243,p118
Wise,VA,243,p118
Carroll,VA,244,p118
Floyd,VA,244,p118
Franklin,VA,244,p118
Galax,VA,244,p118
Galax City,VA,244,p118
Grayson,VA,244,p118
Henry,VA,244,p118
Martinsville,VA,244,p118
Martinsville City,VA,244,p118
Montgomery,VA,244,p118
Patrick,VA,244,p118
Pulaski,VA,244,p118
Radford,VA,244,p118
Radford City,VA,244,p118
Wythe,VA,244,p118
Amherst,VA,245,p118
Bedford,VA,245,p118
Bedford City,VA,245,p118
Botetourt,VA,245,p118
Craig,VA,245,p118
Lynchburg,VA,245,p118
Lynchburg City,VA,245,p118
Nelson,VA,245,p118
Roanoke,VA,245,p118
Roanoke City,VA,245,p118
Salem,VA,245,p118
Salem City,VA,245,p118
Cameron,PA,255,p119
Centre,PA,255,p119
Clinton,PA,255,p119
Elk,PA,255,p119
Potter,PA,255,p119
Franklin,PA,254,p120
Fulton,PA,254,p120
Allegany,MD,253,p121
Frederick,MD,253,p121
Garrett,MD,253,p121
Washington,MD,253,p121
Erie,PA,320,p122
Forest,PA,320,p122
McKean,PA,320,p122
Warren,PA,320,p122
Clarion,PA,321,p122
Clearfield,PA,321,p122
Crawford,PA,321,p122
Indiana,PA,321,p122
Jefferson,PA,321,p122
Lawrence,PA,321,p122
Mercer,PA,321,p122
Venango,PA,321,p122
Bedford,PA,322,p122
Blair,PA,322,p122
Cambria,PA,322,p122
Columbia,PA,322,p122
Huntingdon,PA,322,p122
Juniata,PA,322,p122
Mifflin,PA,322,p122
Montour,PA,322,p122
Northumberland,PA,322,p122
Perry,PA,322,p122
Snyder,PA,322,p122
Somerset,PA,322,p122
Union,PA,322,p122
Bradford,PA,323,p122
Lycoming,PA,323,p122
Sullivan,PA,323,p122
Susquehanna,PA,323,p122
Tioga,PA,323,p122
Wayne,PA,323,p122
Lackawanna,PA,324,p122
Luzerne,PA,324,p122
Wyoming,PA,324,p122
Carbon,PA,325,p122
Monroe,PA,325,p122
Pike,PA,325,p122
Schuylkill,PA,325,p122
Adams,PA,326,p122
Berks,PA,326,p122
Cumberland,PA,326,p122
Dauphin,PA,326,p122
Lancaster,PA,326,p122
Lebanon,PA,326,p122
Lehigh,PA,326,p122
Northampton,PA,326,p122
York,PA,326,p122
Bucks,PA,327,p122
Chester,PA,327,p122
Delaware,PA,327,p122
Montgomery,PA,327,p122
Philadelphia,PA,327,p122
Somerset,MD,315,p123
Wicomico,MD,315,p123
Worcester,MD,315,p123
Caroline,MD,316,p123
Dorchester,MD,316,p123
Kent,MD,316,p123
Queen Anne's,MD,316,p123
Queen Annes,MD,316,p123
Talbot,MD,316,p123
District of Columbia,DC,317,p123
Anne Arundel,MD,317,p123
Baltimore,MD,317,p123
Baltimore City,MD,317,p123
Calvert,MD,317,p123
Carroll,MD,317,p123
Cecil,MD,317,p123
Charles,MD,317,p123
Harford,MD,317,p123
Howard,MD,317,p123
Montgomery,MD,317,p123
Prince George's,MD,317,p123
Prince Georges,MD,317,p123
St. Mary'S,MD,317,p123
Saint Mary's,MD,317,p123
Saint Marys,MD,317,p123
Accomack,VA,314,p124
Northampton,VA,314,p124
Kent,DE,318,p125
Sussex,DE,318,p125
New Castle,DE,319,p125
Sussex,NJ,328,p126
Warren,NJ,328,p126
Bergen,NJ,329,p126
Essex,NJ,329,p126
Hudson,NJ,329,p126
Hunterdon,NJ,329,p126
Mercer,NJ,329,p126
Middlesex,NJ,329,p126
Morris,NJ,329,p126
Passaic,NJ,329,p126
Somerset,NJ,329,p126
Union,NJ,329,p126
Monmouth,NJ,330,p126
Ocean,NJ,330,p126
Burlington,NJ,331,p126
Camden,NJ,331,p126
Gloucester,NJ,331,p126
Salem,NJ,331,p126
Atlantic,NJ,332,p126
Cape May,NJ,332,p126
Cumberland,NJ,332,p126
Chautauqua,NY,333,p127
Erie,NY,333,p127
Genesee,NY,333,p127
Niagara,NY,333,p127
Orleans,NY,333,p127
Wyoming,NY,333,p127
Cayuga,NY,334,p127
Madison,NY,334,p127
Monroe,NY,334,p127
Oneida,NY,334,p127
Onondaga,NY,334,p127
Wayne,NY,334,p127
Allegany,NY,335,p127
Broome,NY,335,p127
Cattaraugus,NY,335,p127
Chemung,NY,335,p127
Cortland,NY,335,p127
Livingston,NY,335,p127
Ontario,NY,335,p127
Schuyler,NY,335,p127
Seneca,NY,335,p127
Steuben,NY,335,p127
Tioga,NY,335,p127
Tompkins,NY,335,p127
Yates,NY,335,p127
Jefferson,NY,336,p127
Oswego,NY,336,p127
Herkimer,NY,337,p127
Lewis,NY,337,p127
St. Lawrence,NY,337,p127
Saint Lawrence,NY,337,p127
Clinton,NY,338,p127
Essex,NY,338,p127
Franklin,NY,338,p127
Fulton,NY,338,p127
Hamilton,NY,338,p127
Montgomery,NY,338,p127
Warren,NY,338,p127
Albany,NY,339,p127
Chenango,NY,339,p127
Delaware,NY,339,p127
Greene,NY,339,p127
Otsego,NY,339,p127
Schoharie,NY,339,p127
Sullivan,NY,339,p127
Ulster,NY,339,p127
Columbia,NY,340,p127
Rensselaer,NY,340,p127
Saratoga,NY,340,p127
Schenectady,NY,340,p127
Washington,NY,340,p127
Bronx,NY,341,p127
Dutchess,NY,341,p127
Kings,NY,341,p127
New York,NY,341,p127
Orange,NY,341,p127
Putnam,NY,341,p127
Queens,NY,341,p127
Richmond,NY,341,p127
Rockland,NY,341,p127
Westchester,NY,341,p127
Nassau,NY,342,p128
Suffolk,NY,342,p128
Chittenden,VT,350,p129
Franklin,VT,350,p129
Grand Isle,VT,350,p129
Addison,VT,351,p129
Caledonia,VT,351,p129
Essex,VT,351,p129
Lamoille,VT,351,p129
Orange,VT,351,p129
Orleans,VT,351,p129
Washington,VT,351,p129
Bennington,VT,352,p129
Rutland,VT,352,p129
Windham,VT,352,p129
Windsor,VT,352,p129
Belknap,NH,353,p130
Carroll,NH,353,p130
Coos,NH,353,p130
Grafton,NH,353,p130
Cheshire,NH,354,p130
Hillsborough,NH,354,p130
Merrimack,NH,354,p130
Rockingham,NH,354,p130
Strafford,NH,354,p130
Sullivan,NH,354,p130
Berkshire,MA,347,p131
Franklin,MA,347,p131
Hampden,MA,347,p131
Hampshire,MA,347,p131
Worcester,MA,347,p131
Bristol,MA,348,p131
Essex,MA,348,p131
Middlesex,MA,348,p131
Norfolk,MA,348,p131
Plymouth,MA,348,p131
Suffolk,MA,348,p131
Barnstable,MA,349,p131
Dukes,MA,349,p131
Nantucket,MA,349,p131
Capitol,CT,344,p132
Greater Bridgeport,CT,343,p132
Lower Connecticut River Valley,CT,343,p132
Naugatuck Valley,CT,344,p132
Northeastern Connecticut,CT,344,p132
Northwest Hills,CT,344,p132
South Central Connecticut,CT,343,p132
Southeastern Connecticut,CT,343,p132
Western Connecticut,CT,343,p132
Kent,RI,345,p133
Providence,RI,345,p133
Washington,RI,345,p133
Bristol,RI,346,p133
Newport,RI,346,p133
Aroostook,ME,355,p134
Franklin,ME,355,p134
Oxford,ME,355,p134
Piscataquis,ME,355,p134
Somerset,ME,355,p134
Androscoggin,ME,356,p134
Cumberland,ME,356,p134
Hancock,ME,356,p134
Kennebec,ME,356,p134
Knox,ME,356,p134
Lincoln,ME,356,p134
Penobscot,ME,356,p134
Sagadahoc,ME,356,p134
Waldo,ME,356,p134
Washington,ME,356,p134
York,ME,356,p134
