i,r,t,Value
distpv,p43,2010,3577.5864
distpv,p43,2015,32794.542
distpv,p43,2020,147426.3729
distpv,p43,2023,607295.2914
distpv,p43,2026,1051214.1372
distpv,p43,2029,1258863.2145
distpv,p43,2032,1523008.3437
distpv,p43,2035,1597243.2615
distpv,p43,2038,1828891.9809
distpv,p43,2041,2125533.5199
distpv,p43,2044,2477329.5159
distpv,p43,2047,2893373.001
distpv,p43,2050,3365316.2736
distpv,p44,2010,158.7108
distpv,p44,2015,952.2648
distpv,p44,2020,3015.5052
distpv,p44,2023,14442.6828
distpv,p44,2026,27298.2576
distpv,p44,2029,36186.0624
distpv,p44,2032,47613.24
distpv,p44,2035,52533.2748
distpv,p44,2038,61421.0796
distpv,p44,2041,72213.414
distpv,p44,2044,85068.9888
distpv,p44,2047,100305.2256
distpv,p44,2050,118239.546
distpv,p45,2010,636.5412
distpv,p45,2015,7320.2238
distpv,p45,2020,28962.6246
distpv,p45,2023,30394.8423
distpv,p45,2026,24347.7009
distpv,p45,2029,28485.2187
distpv,p45,2032,34691.4954
distpv,p45,2035,34850.6307
distpv,p45,2038,37078.5249
distpv,p45,2041,39942.9603
distpv,p45,2044,43443.9369
distpv,p45,2047,47740.59
distpv,p45,2050,53628.5961
distpv,p46,2010,754.95
distpv,p46,2015,5284.65
distpv,p46,2020,26423.25
distpv,p46,2023,36237.6
distpv,p46,2026,37294.53
distpv,p46,2029,62660.85
distpv,p46,2032,109316.76
distpv,p46,2035,153556.83
distpv,p46,2038,214707.78
distpv,p46,2041,287182.98
distpv,p46,2044,366603.72
distpv,p46,2047,452668.02
distpv,p46,2050,544016.97
distpv,p47,2010,2411.7876
distpv,p47,2015,18892.3362
distpv,p47,2020,57882.9024
distpv,p47,2023,90040.0704
distpv,p47,2026,120589.38
distpv,p47,2029,175658.5302
distpv,p47,2032,209624.5389
distpv,p47,2035,192742.0257
distpv,p47,2038,193746.9372
distpv,p47,2041,195354.7956
distpv,p47,2044,198570.5124
distpv,p47,2047,207011.769
distpv,p47,2050,219673.6539
distpv,p48,2010,785.6364
distpv,p48,2015,6481.5003
distpv,p48,2020,9624.0459
distpv,p48,2023,12963.0006
distpv,p48,2026,22390.6374
distpv,p48,2029,45566.9112
distpv,p48,2032,93294.3225
distpv,p48,2035,146128.3704
distpv,p48,2038,198962.4183
distpv,p48,2041,244529.3295
distpv,p48,2044,284007.5586
distpv,p48,2047,314843.7873
distpv,p48,2050,352554.3345
distpv,p49,2015,189.0372
distpv,p49,2020,567.1116
distpv,p49,2023,3024.5952
distpv,p49,2026,3780.744
distpv,p49,2029,5104.0044
distpv,p49,2032,7183.4136
distpv,p49,2035,7750.5252
distpv,p49,2038,8695.7112
distpv,p49,2041,10208.0088
distpv,p49,2044,12476.4552
distpv,p49,2047,14933.9388
distpv,p49,2050,16068.162
distpv,p5,2010,12465.2736
distpv,p5,2015,94927.8528
distpv,p5,2020,186140.0952
distpv,p5,2023,298447.416
distpv,p5,2026,325415.556
distpv,p5,2029,485666.2368
distpv,p5,2032,799335.6696
distpv,p5,2035,863939.3472
distpv,p5,2038,864778.356
distpv,p5,2041,871130.8512
distpv,p5,2044,883715.9832
distpv,p5,2047,904451.4864
distpv,p5,2050,935255.0952
distpv,p50,2010,174.5043
distpv,p50,2015,3839.0946
distpv,p50,2020,38041.9374
distpv,p50,2023,113951.3079
distpv,p50,2026,119535.4455
distpv,p50,2029,161765.4861
distpv,p50,2032,274495.2639
distpv,p50,2035,320389.8948
distpv,p50,2038,376231.2708
distpv,p50,2041,490357.083
distpv,p50,2044,673412.0937
distpv,p50,2047,915624.0621
distpv,p50,2050,1138117.0446
distpv,p51,2015,176.487
distpv,p51,2020,1058.922
distpv,p51,2023,2470.818
distpv,p51,2026,3000.279
distpv,p51,2029,7412.454
distpv,p51,2032,18001.674
distpv,p51,2035,25414.128
distpv,p51,2038,33003.069
distpv,p51,2041,51181.23
distpv,p51,2044,84890.247
distpv,p51,2047,127953.075
distpv,p51,2050,156014.508
distpv,p52,2015,372.1818
distpv,p52,2020,3535.7271
distpv,p52,2023,7257.5451
distpv,p52,2026,6885.3633
distpv,p52,2029,9676.7268
distpv,p52,2032,14701.1811
distpv,p52,2035,18050.8173
distpv,p52,2038,22330.908
distpv,p52,2041,27727.5441
distpv,p52,2044,33124.1802
distpv,p52,2047,39265.1799
distpv,p52,2050,45964.4523
distpv,p53,2015,5400.432
distpv,p53,2020,47703.816
distpv,p53,2023,98467.8768
distpv,p53,2026,97927.8336
distpv,p53,2029,146531.7216
distpv,p53,2032,227538.2016
distpv,p53,2035,285502.8384
distpv,p53,2038,355348.4256
distpv,p53,2041,446795.7408
distpv,p53,2044,541663.3296
distpv,p53,2047,654892.3872
distpv,p53,2050,802504.1952
distpv,p54,2010,7329.4347
distpv,p54,2015,49339.6092
distpv,p54,2020,124957.9233
distpv,p54,2023,97606.6182
distpv,p54,2026,11083.5354
distpv,p54,2029,30569.1057
distpv,p54,2032,65786.1456
distpv,p54,2035,93852.5175
distpv,p54,2038,112623.021
distpv,p54,2041,144979.7937
distpv,p54,2044,197537.2035
distpv,p54,2047,290317.1208
distpv,p54,2050,422962.0122
distpv,p55,2010,4223.808
distpv,p55,2015,27806.736
distpv,p55,2020,66172.992
distpv,p55,2023,50685.696
distpv,p55,2026,3343.848
distpv,p55,2029,7391.664
distpv,p55,2032,16895.232
distpv,p55,2035,24638.88
distpv,p55,2038,29742.648
distpv,p55,2041,40830.144
distpv,p55,2044,61421.208
distpv,p55,2047,101019.408
distpv,p55,2050,161208.672
distpv,p56,2010,170.0205
distpv,p56,2015,2550.3075
distpv,p56,2020,41995.0635
distpv,p56,2023,164239.803
distpv,p56,2026,153358.491
distpv,p56,2029,190422.96
distpv,p56,2032,275603.2305
distpv,p56,2035,262851.693
distpv,p56,2038,268122.3285
distpv,p56,2041,276963.3945
distpv,p56,2044,289544.9115
distpv,p56,2047,307907.1255
distpv,p56,2050,332560.098
distpv,p57,2010,324.534
distpv,p57,2015,2109.471
distpv,p57,2020,1784.937
distpv,p57,2023,1622.67
distpv,p57,2026,1947.204
distpv,p57,2029,3083.073
distpv,p57,2032,6003.879
distpv,p57,2035,9411.486
distpv,p57,2038,12656.826
distpv,p57,2041,16551.234
distpv,p57,2044,20283.375
distpv,p57,2047,24340.05
distpv,p57,2050,31642.065
distpv,p58,2010,11463.0768
distpv,p58,2015,164940.9384
distpv,p58,2020,260944.2066
distpv,p58,2023,245500.8948
distpv,p58,2026,298517.625
distpv,p58,2029,497529.375
distpv,p58,2032,607861.4892
distpv,p58,2035,601652.3226
distpv,p58,2038,608816.7456
distpv,p58,2041,635723.1342
distpv,p58,2044,688899.0738
distpv,p58,2047,774712.9404
distpv,p58,2050,889980.546
distpv,p59,2010,1277.3142
distpv,p59,2015,17456.6274
distpv,p59,2020,68762.0811
distpv,p59,2023,117512.9064
distpv,p59,2026,139865.9049
distpv,p59,2029,222039.7851
distpv,p59,2032,393412.7736
distpv,p59,2035,437480.1135
distpv,p59,2038,457491.3693
distpv,p59,2041,474947.9967
distpv,p59,2044,500068.5093
distpv,p59,2047,550948.1916
distpv,p59,2050,590332.0461
distpv,p6,2010,2729.8383
distpv,p6,2015,24281.1933
distpv,p6,2020,80889.4191
distpv,p6,2023,140083.8075
distpv,p6,2026,153158.2962
distpv,p6,2029,186778.41
distpv,p6,2032,238357.9863
distpv,p6,2035,235053.4452
distpv,p6,2038,235628.148
distpv,p6,2041,237208.5807
distpv,p6,2044,240225.7704
distpv,p6,2047,244823.3928
distpv,p6,2050,251432.475
distpv,p60,2010,188.3172
distpv,p60,2015,4142.9784
distpv,p60,2020,20526.5748
distpv,p60,2023,49904.058
distpv,p60,2026,94346.9172
distpv,p60,2029,167790.6252
distpv,p60,2032,255546.4404
distpv,p60,2035,271553.4024
distpv,p60,2038,278521.1388
distpv,p60,2041,294904.7352
distpv,p60,2044,324847.17
distpv,p60,2047,331626.5892
distpv,p60,2050,391323.1416
distpv,p61,2010,559.9899
distpv,p61,2015,9333.165
distpv,p61,2020,72425.3604
distpv,p61,2023,144664.0575
distpv,p61,2026,225675.9297
distpv,p61,2029,392926.2465
distpv,p61,2032,607029.0516
distpv,p61,2035,649588.284
distpv,p61,2038,666014.6544
distpv,p61,2041,708947.2134
distpv,p61,2044,785292.5031
distpv,p61,2047,801345.5469
distpv,p61,2050,957209.4024
distpv,p62,2010,611.0172
distpv,p62,2015,7739.5512
distpv,p62,2020,44196.9108
distpv,p62,2023,104280.2688
distpv,p62,2026,179435.3844
distpv,p62,2029,308156.3412
distpv,p62,2032,465798.7788
distpv,p62,2035,491665.1736
distpv,p62,2038,500219.4144
distpv,p62,2041,529548.24
distpv,p62,2044,585354.4776
distpv,p62,2047,603684.9936
distpv,p62,2050,724666.3992
distpv,p63,2010,10565.472
distpv,p63,2015,150227.805
distpv,p63,2020,949406.7105
distpv,p63,2023,1964022.1935
distpv,p63,2026,3180702.3285
distpv,p63,2029,5371221.828
distpv,p63,2032,8061620.2215
distpv,p63,2035,8493648.975
distpv,p63,2038,8744413.8495
distpv,p63,2041,9297780.4455
distpv,p63,2044,10167285.774
distpv,p63,2047,10405504.1505
distpv,p63,2050,12511334.7885
distpv,p64,2010,2579.472
distpv,p64,2015,26310.6144
distpv,p64,2020,85810.4352
distpv,p64,2023,179015.3568
distpv,p64,2026,291824.2656
distpv,p64,2029,512799.0336
distpv,p64,2032,831621.7728
distpv,p64,2035,965754.3168
distpv,p64,2038,1072716.4224
distpv,p64,2041,1202721.8112
distpv,p64,2044,1351471.3632
distpv,p64,2047,1469439.216
distpv,p64,2050,1698668.2944
distpv,p65,2010,3983.6808
distpv,p65,2015,45631.2528
distpv,p65,2020,182525.0112
distpv,p65,2023,334085.958
distpv,p65,2026,495968.2596
distpv,p65,2029,871882.866
distpv,p65,2032,1458751.4784
distpv,p65,2035,1739782.0512
distpv,p65,2038,1952727.8976
distpv,p65,2041,2181065.238
distpv,p65,2044,2451955.5324
distpv,p65,2047,2677757.8032
distpv,p65,2050,3086447.238
distpv,p66,2010,789.024
distpv,p66,2015,6312.192
distpv,p66,2020,9310.4832
distpv,p66,2023,16411.6992
distpv,p66,2026,26195.5968
distpv,p66,2029,44500.9536
distpv,p66,2032,83320.9344
distpv,p66,2035,120878.4768
distpv,p66,2038,150072.3648
distpv,p66,2041,192995.2704
distpv,p66,2044,239232.0768
distpv,p66,2047,279314.496
distpv,p66,2050,338491.296
distpv,p67,2010,6162.4182
distpv,p67,2015,87895.5438
distpv,p67,2020,605538.6726
distpv,p67,2023,1262484.8865
distpv,p67,2026,1935485.8215
distpv,p67,2029,3166185.6036
distpv,p67,2032,4626678.717
distpv,p67,2035,4802469.8046
distpv,p67,2038,4942097.2275
distpv,p67,2041,5249731.6308
distpv,p67,2044,5742725.0868
distpv,p67,2047,5861432.7216
distpv,p67,2050,7096673.2329
distpv,p68,2010,471.0987
distpv,p68,2015,3611.7567
distpv,p68,2020,15703.29
distpv,p68,2023,63912.3903
distpv,p68,2026,109294.8984
distpv,p68,2029,128924.0109
distpv,p68,2032,153107.0775
distpv,p68,2035,158603.229
distpv,p68,2038,180273.7692
distpv,p68,2041,207754.5267
distpv,p68,2044,240103.3041
distpv,p68,2047,279675.5949
distpv,p68,2050,325058.103
distpv,p69,2010,311.469
distpv,p69,2015,3114.69
distpv,p69,2020,12614.4945
distpv,p69,2023,16663.5915
distpv,p69,2026,13704.636
distpv,p69,2029,16819.326
distpv,p69,2032,21491.361
distpv,p69,2035,22737.237
distpv,p69,2038,25073.2545
distpv,p69,2041,27720.741
distpv,p69,2044,30523.962
distpv,p69,2047,34261.59
distpv,p69,2050,38466.4215
distpv,p7,2010,333.0138
distpv,p7,2015,2830.6173
distpv,p7,2020,5494.7277
distpv,p7,2023,8824.8657
distpv,p7,2026,9657.4002
distpv,p7,2029,13154.0451
distpv,p7,2032,20480.3487
distpv,p7,2035,21978.9108
distpv,p7,2038,21978.9108
distpv,p7,2041,22311.9246
distpv,p7,2044,22811.4453
distpv,p7,2047,23477.4729
distpv,p7,2050,24310.0074
distpv,p70,2010,4650.4023
distpv,p70,2015,49550.8383
distpv,p70,2020,204617.7012
distpv,p70,2023,260422.5288
distpv,p70,2026,208145.5926
distpv,p70,2029,242783.0718
distpv,p70,2032,290569.9644
distpv,p70,2035,286400.6382
distpv,p70,2038,297625.7472
distpv,p70,2041,312218.3889
distpv,p70,2044,329857.8459
distpv,p70,2047,352789.14
distpv,p70,2050,383096.9343
distpv,p71,2010,511.7031
distpv,p71,2015,3240.7863
distpv,p71,2020,7675.5465
distpv,p71,2023,6311.0049
distpv,p71,2026,341.1354
distpv,p71,2029,1023.4062
distpv,p71,2032,2217.3801
distpv,p71,2035,2899.6509
distpv,p71,2038,3411.354
distpv,p71,2041,4946.4633
distpv,p71,2044,7504.9788
distpv,p71,2047,13133.7129
distpv,p71,2050,21320.9625
distpv,p72,2010,13175.976
distpv,p72,2015,85643.844
distpv,p72,2020,194839.7451
distpv,p72,2023,151688.4237
distpv,p72,2026,23057.958
distpv,p72,2029,71809.0692
distpv,p72,2032,159923.4087
distpv,p72,2035,211639.1145
distpv,p72,2038,226956.1866
distpv,p72,2041,277024.8954
distpv,p72,2044,372550.7214
distpv,p72,2047,541862.013
distpv,p72,2050,766677.1035
distpv,p73,2010,650.142
distpv,p73,2015,3738.3165
distpv,p73,2020,9101.988
distpv,p73,2023,7314.0975
distpv,p73,2026,325.071
distpv,p73,2029,650.142
distpv,p73,2032,1137.7485
distpv,p73,2035,1625.355
distpv,p73,2038,1950.426
distpv,p73,2041,2763.1035
distpv,p73,2044,4388.4585
distpv,p73,2047,8289.3105
distpv,p73,2050,14953.266
distpv,p74,2015,814.194
distpv,p74,2020,2985.378
distpv,p74,2023,4070.97
distpv,p74,2026,3799.572
distpv,p74,2029,3935.271
distpv,p74,2032,3935.271
distpv,p74,2035,3528.174
distpv,p74,2038,3528.174
distpv,p74,2041,3528.174
distpv,p74,2044,3528.174
distpv,p74,2047,3528.174
distpv,p74,2050,3528.174
distpv,p75,2010,787.1355
distpv,p75,2015,5982.2298
distpv,p75,2020,26920.0341
distpv,p75,2023,35263.6704
distpv,p75,2026,30383.4303
distpv,p75,2029,35106.2433
distpv,p75,2032,46440.9945
distpv,p75,2035,53840.0682
distpv,p75,2038,65961.9549
distpv,p75,2041,81862.092
distpv,p75,2044,101068.1982
distpv,p75,2047,124367.409
distpv,p75,2050,151444.8702
distpv,p76,2010,797.703
distpv,p76,2015,6381.624
distpv,p76,2020,30312.714
distpv,p76,2023,38449.2846
distpv,p76,2026,35577.5538
distpv,p76,2029,54243.804
distpv,p76,2032,90778.6014
distpv,p76,2035,124122.5868
distpv,p76,2038,171027.5232
distpv,p76,2041,226707.1926
distpv,p76,2044,286215.8364
distpv,p76,2047,350510.6982
distpv,p76,2050,419910.8592
distpv,p77,2010,157.9086
distpv,p77,2015,1736.9946
distpv,p77,2020,9474.516
distpv,p77,2023,12790.5966
distpv,p77,2026,14527.5912
distpv,p77,2029,27476.0964
distpv,p77,2032,50688.6606
distpv,p77,2035,72953.7732
distpv,p77,2038,103114.3158
distpv,p77,2041,136748.8476
distpv,p77,2044,172278.2826
distpv,p77,2047,209860.5294
distpv,p77,2050,249495.588
distpv,p78,2010,643.6992
distpv,p78,2015,5310.5184
distpv,p78,2020,29288.3136
distpv,p78,2023,43610.6208
distpv,p78,2026,46507.2672
distpv,p78,2029,69841.3632
distpv,p78,2032,107497.7664
distpv,p78,2035,137429.7792
distpv,p78,2038,178304.6784
distpv,p78,2041,224651.0208
distpv,p78,2044,275825.1072
distpv,p78,2047,329573.9904
distpv,p78,2050,386380.4448
distpv,p79,2010,2099.8029
distpv,p79,2015,15990.8067
distpv,p79,2020,67516.7394
distpv,p79,2023,83830.5927
distpv,p79,2026,70908.7287
distpv,p79,2029,79146.417
distpv,p79,2032,90937.6179
distpv,p79,2035,91906.7577
distpv,p79,2038,103374.912
distpv,p79,2041,115973.7294
distpv,p79,2044,129218.64
distpv,p79,2047,143594.2137
distpv,p79,2050,160877.2068
distpv,p8,2010,2474.5854
distpv,p8,2015,16791.8295
distpv,p8,2020,37118.781
distpv,p8,2023,48077.6592
distpv,p8,2026,49845.2202
distpv,p8,2029,54264.1227
distpv,p8,2032,58683.0252
distpv,p8,2035,53733.8544
distpv,p8,2038,53733.8544
distpv,p8,2041,53910.6105
distpv,p8,2044,55324.6593
distpv,p8,2047,57268.9764
distpv,p8,2050,59920.3179
distpv,p80,2010,3222.912
distpv,p80,2015,28200.48
distpv,p80,2020,635880.5376
distpv,p80,2023,718225.9392
distpv,p80,2026,199820.544
distpv,p80,2029,267018.2592
distpv,p80,2032,466194.2208
distpv,p80,2035,707590.3296
distpv,p80,2038,1024886.016
distpv,p80,2041,1530399.7632
distpv,p80,2044,2148231.9936
distpv,p80,2047,2840996.928
distpv,p80,2050,3586939.9104
distpv,p81,2010,665.0532
distpv,p81,2015,5486.6889
distpv,p81,2020,132179.3235
distpv,p81,2023,147974.337
distpv,p81,2026,41067.0351
distpv,p81,2029,44724.8277
distpv,p81,2032,50045.2533
distpv,p81,2035,49380.2001
distpv,p81,2038,54201.8358
distpv,p81,2041,61517.421
distpv,p81,2044,85293.0729
distpv,p81,2047,173080.0953
distpv,p81,2050,308252.1582
distpv,p82,2010,166.0716
distpv,p82,2015,1992.8592
distpv,p82,2020,45669.69
distpv,p82,2023,51316.1244
distpv,p82,2026,14282.1576
distpv,p82,2029,15278.5872
distpv,p82,2032,16607.16
distpv,p82,2035,15610.7304
distpv,p82,2038,16275.0168
distpv,p82,2041,17105.3748
distpv,p82,2044,22253.5944
distpv,p82,2047,43178.616
distpv,p82,2050,77057.2224
distpv,p83,2010,319.4046
distpv,p83,2015,2395.5345
distpv,p83,2020,56215.2096
distpv,p83,2023,61804.7901
distpv,p83,2026,17247.8484
distpv,p83,2029,18365.7645
distpv,p83,2032,19643.3829
distpv,p83,2035,18525.4668
distpv,p83,2038,19483.6806
distpv,p83,2041,20761.299
distpv,p83,2044,27468.7956
distpv,p83,2047,59409.2556
distpv,p83,2050,110034.8847
distpv,p84,2010,1876.3041
distpv,p84,2015,11769.5439
distpv,p84,2020,27121.1229
distpv,p84,2023,21833.3568
distpv,p84,2026,2729.1696
distpv,p84,2029,8699.2281
distpv,p84,2032,19615.9065
distpv,p84,2035,24903.6726
distpv,p84,2038,26950.5498
distpv,p84,2041,32750.0352
distpv,p84,2044,44007.8598
distpv,p84,2047,62770.9008
distpv,p84,2050,89209.7313
distpv,p85,2010,329.9136
distpv,p85,2015,4618.7904
distpv,p85,2020,65652.8064
distpv,p85,2023,129326.1312
distpv,p85,2026,129491.088
distpv,p85,2029,300716.2464
distpv,p85,2032,749068.8288
distpv,p85,2035,752203.008
distpv,p85,2038,775461.9168
distpv,p85,2041,809113.104
distpv,p85,2044,855960.8352
distpv,p85,2047,921943.5552
distpv,p85,2050,1004421.9552
distpv,p86,2010,494.5671
distpv,p86,2015,8077.9293
distpv,p86,2020,9726.4863
distpv,p86,2023,9726.4863
distpv,p86,2026,9561.6306
distpv,p86,2029,11375.0433
distpv,p86,2032,15001.8687
distpv,p86,2035,16320.7143
distpv,p86,2038,16650.4257
distpv,p86,2041,18298.9827
distpv,p86,2044,21760.9524
distpv,p86,2047,28190.3247
distpv,p86,2050,40059.9351
distpv,p87,2010,158.6706
distpv,p87,2015,3014.7414
distpv,p87,2020,9996.2478
distpv,p87,2023,188500.6728
distpv,p87,2026,385410.8874
distpv,p87,2029,454273.9278
distpv,p87,2032,583114.455
distpv,p87,2035,622147.4226
distpv,p87,2038,675936.756
distpv,p87,2041,748131.879
distpv,p87,2044,833020.65
distpv,p87,2047,936949.893
distpv,p87,2050,1060712.961
distpv,p88,2015,1687.2207
distpv,p88,2020,5521.8132
distpv,p88,2023,90189.6156
distpv,p88,2026,181452.9171
distpv,p88,2029,198631.8915
distpv,p88,2032,228081.5619
distpv,p88,2035,226701.1086
distpv,p88,2038,237898.1187
distpv,p88,2041,253083.105
distpv,p88,2044,271182.3816
distpv,p88,2047,292809.4833
distpv,p88,2050,317811.0264
distpv,p89,2010,311.706
distpv,p89,2015,2961.207
distpv,p89,2020,10286.298
distpv,p89,2023,13403.358
distpv,p89,2026,30703.041
distpv,p89,2029,62341.2
distpv,p89,2032,112058.307
distpv,p89,2035,138085.758
distpv,p89,2038,157255.677
distpv,p89,2041,188737.983
distpv,p89,2044,239701.914
distpv,p89,2047,327291.3
distpv,p89,2050,448077.375
distpv,p9,2010,483183.432
distpv,p9,2015,3370999.878
distpv,p9,2020,8401324.176
distpv,p9,2023,10939147.11
distpv,p9,2026,11327617.71
distpv,p9,2029,12286215.162
distpv,p9,2032,13331201.076
distpv,p9,2035,12141556.11
distpv,p9,2038,12147475.662
distpv,p9,2041,12175408.548
distpv,p9,2044,12297129.336
distpv,p9,2047,12547970.352
distpv,p9,2050,12956974.398
distpv,p90,2010,315.6546
distpv,p90,2015,2683.0641
distpv,p90,2020,8680.5015
distpv,p90,2023,13099.6659
distpv,p90,2026,27461.9502
distpv,p90,2029,53187.8001
distpv,p90,2032,91539.834
distpv,p90,2035,109374.3189
distpv,p90,2038,124841.3943
distpv,p90,2041,153250.3083
distpv,p90,2044,197599.7796
distpv,p90,2047,268779.8919
distpv,p90,2050,364581.063
distpv,p91,2010,2141.8614
distpv,p91,2015,16675.9209
distpv,p91,2020,147482.4564
distpv,p91,2023,344533.7052
distpv,p91,2026,415368.1215
distpv,p91,2029,569429.1522
distpv,p91,2032,797843.3715
distpv,p91,2035,840221.6292
distpv,p91,2038,874950.3819
distpv,p91,2041,928343.9268
distpv,p91,2044,1010652.6006
distpv,p91,2047,1089136.5219
distpv,p91,2050,1116521.7498
distpv,p92,2010,12649.5837
distpv,p92,2015,77303.0115
distpv,p92,2020,95106.1293
distpv,p92,2023,88390.9182
distpv,p92,2026,117438.1104
distpv,p92,2029,171472.1346
distpv,p92,2032,257520.5373
distpv,p92,2035,268139.9409
distpv,p92,2038,285474.5556
distpv,p92,2041,335604.3873
distpv,p92,2044,415406.082
distpv,p92,2047,555800.8443
distpv,p92,2050,754446.1587
distpv,p93,2010,162.1374
distpv,p93,2015,10214.6562
distpv,p93,2020,28860.4572
distpv,p93,2023,58855.8762
distpv,p93,2026,47019.846
distpv,p93,2029,48965.4948
distpv,p93,2032,51073.281
distpv,p93,2035,46695.5712
distpv,p93,2038,47019.846
distpv,p93,2041,47344.1208
distpv,p93,2044,47830.533
distpv,p93,2047,47830.533
distpv,p93,2050,47830.533
distpv,p94,2010,6798.1239
distpv,p94,2015,155859.426
distpv,p94,2020,386000.7912
distpv,p94,2023,335760.9975
distpv,p94,2026,259323.5556
distpv,p94,2029,338413.9239
distpv,p94,2032,495931.4289
distpv,p94,2035,579996.0342
distpv,p94,2038,678320.1189
distpv,p94,2041,823070.4156
distpv,p94,2044,1021045.0482
distpv,p94,2047,1307229.4836
distpv,p94,2050,1670846.2083
distpv,p95,2015,6310.5003
distpv,p95,2020,66017.5416
distpv,p95,2023,84463.6194
distpv,p95,2026,140772.699
distpv,p95,2029,256950.6276
distpv,p95,2032,339310.7469
distpv,p95,2035,337854.4776
distpv,p95,2038,358404.0555
distpv,p95,2041,380895.3258
distpv,p95,2044,410506.1349
distpv,p95,2047,454679.637
distpv,p95,2050,513092.2167
distpv,p96,2010,509.3154
distpv,p96,2015,40235.9166
distpv,p96,2020,423920.1846
distpv,p96,2023,584524.3074
distpv,p96,2026,829335.243
distpv,p96,2029,1321333.9194
distpv,p96,2032,1670894.0556
distpv,p96,2035,1624546.3542
distpv,p96,2038,1677684.9276
distpv,p96,2041,1739821.4064
distpv,p96,2044,1834214.5272
distpv,p96,2047,1990744.1268
distpv,p96,2050,2198035.4946
distpv,p97,2010,13907.0979
distpv,p97,2015,78647.0364
distpv,p97,2020,192781.1502
distpv,p97,2023,334569.6081
distpv,p97,2026,478595.9898
distpv,p97,2029,783433.1817
distpv,p97,2032,1248921.3321
distpv,p97,2035,1462163.4999
distpv,p97,2038,1622494.755
distpv,p97,2041,1810959.9093
distpv,p97,2044,2041625.9124
distpv,p97,2047,2418875.9244
distpv,p97,2050,2954538.9711
distpv,p98,2010,11570.6679
distpv,p98,2015,68314.4913
distpv,p98,2020,223646.7453
distpv,p98,2023,432077.2698
distpv,p98,2026,722136.4788
distpv,p98,2029,1346635.5408
distpv,p98,2032,2244551.0703
distpv,p98,2035,2683126.9344
distpv,p98,2038,3045621.6945
distpv,p98,2041,3444888.9882
distpv,p98,2044,3894243.0087
distpv,p98,2047,4450744.584
distpv,p98,2050,5120733.8061
distpv,p99,2010,2224.9845
distpv,p99,2015,33671.4321
distpv,p99,2020,243709.9689
distpv,p99,2023,329742.7029
distpv,p99,2026,458050.1424
distpv,p99,2029,1073925.852
distpv,p99,2032,1563570.7743
distpv,p99,2035,1592050.5759
distpv,p99,2038,1671556.6887
distpv,p99,2041,1747354.494
distpv,p99,2044,1827898.9329
distpv,p99,2047,1946861.4375
distpv,p99,2050,2130348.4926
distpv,z122,2010,38235.372
distpv,z122,2015,234586.944
distpv,z122,2020,539751.21
distpv,z122,2023,728340.714
distpv,z122,2026,868345.422
distpv,z122,2029,1161291.618
distpv,z122,2032,1562763.024
distpv,z122,2035,1728928.776
distpv,z122,2038,1983783.342
distpv,z122,2041,2270692.374
distpv,z122,2044,2580168.9
distpv,z122,2047,2917818.858
distpv,z122,2050,3311815.68
distpv,z28,2010,227125.5858
distpv,z28,2015,1571644.2186
distpv,z28,2020,3453889.2606
distpv,z28,2023,4511512.4166
distpv,z28,2026,4837308.975
distpv,z28,2029,5254482.5532
distpv,z28,2032,5906278.2798
distpv,z28,2035,5299259.319
distpv,z28,2038,5302298.466
distpv,z28,2041,5310402.858
distpv,z28,2044,5335526.4732
distpv,z28,2047,5390636.3388
distpv,z28,2050,5502476.9484
lfill-gas,p1,2015,20702.643984
lfill-gas,p1,2020,20702.643984
lfill-gas,p1,2023,20702.643984
lfill-gas,p1,2026,20014.683984
lfill-gas,p1,2029,17171.832654
lfill-gas,p1,2032,17247.664881
lfill-gas,p1,2035,18027.712377
lfill-gas,p1,2038,16532.649126
lfill-gas,p1,2041,15780.068244
lfill-gas,p1,2044,15366.665898
lfill-gas,p1,2047,15322.520898
lfill-gas,p1,2050,15322.520898
lfill-gas,p10,2010,240239.861472
lfill-gas,p10,2015,503393.469446
lfill-gas,p10,2020,612887.453184
lfill-gas,p10,2023,590861.512781
lfill-gas,p10,2026,451557.392477
lfill-gas,p10,2029,413320.534532
lfill-gas,p10,2032,434559.346873
lfill-gas,p10,2035,431184.313715
lfill-gas,p10,2038,400334.742745
lfill-gas,p10,2041,390648.158957
lfill-gas,p10,2044,401798.203279
lfill-gas,p10,2047,392265.214592
lfill-gas,p10,2050,383759.072296
lfill-gas,p101,2010,598521.978125
lfill-gas,p101,2015,656339.587411
lfill-gas,p101,2020,705255.609331
lfill-gas,p101,2023,698387.169331
lfill-gas,p101,2026,766357.934929
lfill-gas,p101,2029,586368.098611
lfill-gas,p101,2032,588816.542611
lfill-gas,p101,2035,587821.322611
lfill-gas,p101,2038,586948.322611
lfill-gas,p101,2041,584332.711111
lfill-gas,p101,2044,579545.353631
lfill-gas,p101,2047,583479.840053
lfill-gas,p101,2050,585841.795111
lfill-gas,p102,2010,663340.40628
lfill-gas,p102,2015,1051967.7966
lfill-gas,p102,2020,1045719.1896
lfill-gas,p102,2023,714215.721566
lfill-gas,p102,2026,716032.801766
lfill-gas,p102,2029,714918.025166
lfill-gas,p102,2032,717804.021566
lfill-gas,p102,2035,716437.891166
lfill-gas,p102,2038,717241.135166
lfill-gas,p102,2041,713375.841866
lfill-gas,p102,2044,705828.273413
