i,r,t,Value
coalolduns,p72,2023,2924861.107998
coalolduns,p72,2026,2932964.153094
coalolduns,p72,2029,2933075.514138
coalolduns,p77,2010,2136038.460435
coalolduns,p77,2015,2120509.70244
coalolduns,p77,2020,327170.047368
coalolduns,p80,2010,8253345.74928
coalolduns,p80,2015,8171849.8497
coalolduns,p80,2020,4628634.342005
coalolduns,p81,2010,7451520.390252
coalolduns,p81,2015,6728401.537848
coalolduns,p81,2020,2427044.858741
coalolduns,p81,2023,63072.0
coalolduns,p81,2026,63072.0
coalolduns,p82,2010,2142486.79983
coalolduns,p82,2015,1716899.727495
coalolduns,p82,2020,1626681.73673
coalolduns,p90,2010,3015303.72
coalolduns,p90,2015,2499618.156
coalolduns,p90,2020,2453294.634
coalolduns,p90,2023,2455351.518
coalolduns,p90,2026,2467535.352
coalolduns,p90,2029,2465594.67
coalolduns,p90,2044,35202.946715
coalolduns,p90,2047,44830.581999
coalolduns,p90,2050,44830.581999
coalolduns,p92,2010,12702194.462994
coalolduns,p92,2015,12570662.16879
coalolduns,p92,2020,8412689.093556
coalolduns,p92,2023,5460491.614978
coalolduns,p92,2026,6057966.017616
coalolduns,p92,2029,6671793.575658
coalolduns,p97,2010,11199331.367624
coalolduns,p97,2015,5322514.140528
coalolduns,p97,2020,749505.6
coalolduns,p97,2023,2546173.64208
coalolduns,p97,2026,1665953.21472
coalolduns,p97,2029,2478695.60322
coalolduns,p98,2010,7219400.959776
coalolduns,p98,2015,7112969.922912
coalolduns,p98,2020,550303.2
coalolduns,p98,2023,4479914.187753
coalolduns,p98,2026,550303.2
coalolduns,p98,2029,550303.2
coalolduns,p99,2010,4659444.74313
coalolduns,p99,2015,4626010.53981
coalolduns,p99,2020,352152.0
coalolduns,z28,2010,768322.464
coalolduns,z28,2015,766439.52
coalolduns,z28,2020,764370.096
coalolduns,z28,2023,757407.168
coalolduns,z28,2026,734301.12
coalolduns,z28,2029,705540.864
coal-ccs_mod,p101,2032,2245116.778833
coal-ccs_mod,p101,2035,2244444.772613
coal-ccs_mod,p101,2038,2238553.911075
coal-ccs_mod,p101,2041,2244079.295546
coal-ccs_mod,p101,2044,172127.908854
coal-ccs_mod,p101,2047,172127.908854
coal-ccs_mod,p101,2050,172127.908854
coal-ccs_mod,p107,2032,7434153.353477
coal-ccs_mod,p107,2035,7444765.899418
coal-ccs_mod,p107,2038,7400085.365357
coal-ccs_mod,p107,2041,7416617.325612
coal-ccs_mod,p107,2044,569932.986351
coal-ccs_mod,p107,2047,569932.986351
coal-ccs_mod,p107,2050,569932.986351
coal-ccs_mod,p114,2032,5175856.519558
coal-ccs_mod,p114,2035,5191669.33006
coal-ccs_mod,p114,2038,5167939.343151
coal-ccs_mod,p114,2041,5167794.330341
coal-ccs_mod,p114,2044,396972.568164
coal-ccs_mod,p114,2047,396972.568164
coal-ccs_mod,p114,2050,396972.568164
coal-ccs_mod,p115,2035,317.65707
coal-ccs_mod,p115,2038,316.699017
coal-ccs_mod,p115,2041,317.039913
coal-ccs_mod,p115,2044,317.633679
coal-ccs_mod,p115,2047,24.248895
coal-ccs_mod,p115,2050,24.248895
coal-ccs_mod,p117,2032,8715907.948145
coal-ccs_mod,p117,2035,8807882.568715
coal-ccs_mod,p117,2038,8768131.156176
coal-ccs_mod,p117,2041,8774880.526781
coal-ccs_mod,p117,2044,672633.521043
coal-ccs_mod,p117,2047,672633.521043
coal-ccs_mod,p117,2050,672633.521043
coal-ccs_mod,p37,2032,9838976.981491
coal-ccs_mod,p37,2035,10209841.425026
coal-ccs_mod,p37,2038,10184515.848097
coal-ccs_mod,p37,2041,10191519.652284
coal-ccs_mod,p37,2044,784068.046994
coal-ccs_mod,p37,2047,784068.046994
coal-ccs_mod,p37,2050,784068.046994
coal-ccs_mod,p39,2035,237184.982265
coal-ccs_mod,p39,2038,236506.791418
coal-ccs_mod,p39,2041,236652.637794
coal-ccs_mod,p39,2044,236838.610116
coal-ccs_mod,p39,2047,18212.605211
coal-ccs_mod,p39,2050,18212.605211
coal-ccs_mod,p41,2032,7560967.335476
coal-ccs_mod,p41,2035,7558130.157229
coal-ccs_mod,p41,2038,7532280.679256
coal-ccs_mod,p41,2041,7536645.823825
coal-ccs_mod,p41,2044,580693.49159
coal-ccs_mod,p41,2047,580693.49159
coal-ccs_mod,p41,2050,580693.49159
coal-ccs_mod,p42,2032,1063229.99521
coal-ccs_mod,p42,2035,1116168.77566
coal-ccs_mod,p42,2038,1115010.361424
coal-ccs_mod,p42,2041,1114926.779637
coal-ccs_mod,p42,2044,85634.672682
coal-ccs_mod,p42,2047,85634.672682
coal-ccs_mod,p42,2050,85634.672682
coal-ccs_mod,p44,2032,1109607.2511
coal-ccs_mod,p44,2035,1109713.684238
coal-ccs_mod,p44,2038,1108604.641228
coal-ccs_mod,p44,2041,1108483.628209
coal-ccs_mod,p44,2044,85146.50977
coal-ccs_mod,p44,2047,85146.50977
coal-ccs_mod,p44,2050,85146.50977
coal-ccs_mod,p50,2035,171690.001368
coal-ccs_mod,p50,2038,170583.92269
coal-ccs_mod,p50,2041,170871.169822
coal-ccs_mod,p50,2044,170920.489755
coal-ccs_mod,p50,2047,13212.312293
coal-ccs_mod,p50,2050,13212.312293
coal-ccs_mod,p51,2032,2291758.780126
coal-ccs_mod,p51,2035,2292534.001167
coal-ccs_mod,p51,2038,2277393.028136
coal-ccs_mod,p51,2041,2281840.984705
coal-ccs_mod,p51,2044,176387.956318
coal-ccs_mod,p51,2047,176387.956318
coal-ccs_mod,p51,2050,176387.956318
coal-ccs_mod,p53,2032,1370849.943311
coal-ccs_mod,p53,2035,1391744.347305
coal-ccs_mod,p53,2038,1385935.756976
coal-ccs_mod,p53,2041,1386395.438376
coal-ccs_mod,p53,2044,106953.759906
coal-ccs_mod,p53,2047,106953.759906
coal-ccs_mod,p53,2050,106953.759906
coal-ccs_mod,p54,2032,3207054.012338
coal-ccs_mod,p54,2035,3206839.093689
coal-ccs_mod,p54,2038,3189471.419307
coal-ccs_mod,p54,2041,3199340.820812
coal-ccs_mod,p54,2044,246102.923955
coal-ccs_mod,p54,2047,246102.923955
coal-ccs_mod,p54,2050,246102.923955
coal-ccs_mod,p55,2032,5366088.865505
coal-ccs_mod,p55,2035,5707567.252238
coal-ccs_mod,p55,2038,5676257.665019
coal-ccs_mod,p55,2041,5693922.432129
coal-ccs_mod,p55,2044,437994.225546
coal-ccs_mod,p55,2047,437994.225546
coal-ccs_mod,p55,2050,437994.225546
coal-ccs_mod,p65,2044,-0.0
coal-ccs_mod,p67,2032,26417174.163478
coal-ccs_mod,p67,2035,27229805.715007
coal-ccs_mod,p67,2038,27142411.388441
coal-ccs_mod,p67,2041,27150922.50327
coal-ccs_mod,p67,2044,2094308.03096
coal-ccs_mod,p67,2047,2094308.03096
coal-ccs_mod,p67,2050,2094308.03096
coal-ccs_mod,p73,2032,834914.146809
coal-ccs_mod,p73,2035,834910.124286
coal-ccs_mod,p73,2038,830777.896092
coal-ccs_mod,p73,2041,832462.236186
coal-ccs_mod,p73,2044,64067.821202
coal-ccs_mod,p73,2047,64067.821202
coal-ccs_mod,p73,2050,64067.821202
coal-ccs_mod,p77,2032,1032252.497454
coal-ccs_mod,p77,2035,1045289.52143
coal-ccs_mod,p77,2038,1042050.466415
coal-ccs_mod,p77,2041,1042134.995288
coal-ccs_mod,p77,2044,80051.126909
coal-ccs_mod,p77,2047,80051.126909
coal-ccs_mod,p77,2050,80051.126909
coal-ccs_mod,p84,2032,4003198.999364
coal-ccs_mod,p84,2035,4003137.631747
coal-ccs_mod,p84,2038,3983366.739012
coal-ccs_mod,p84,2041,3995794.558071
coal-ccs_mod,p84,2044,149748.311675
coal-ccs_mod,p84,2047,149748.311675
coal-ccs_mod,p84,2050,149748.311675
coal-ccs_mod,p90,2032,964867.923242
coal-ccs_mod,p90,2035,976246.971369
coal-ccs_mod,p90,2038,973859.007103
coal-ccs_mod,p90,2041,973664.915688
coal-ccs_mod,p90,2044,74735.859151
coal-ccs_mod,p90,2047,74735.859151
coal-ccs_mod,p90,2050,74735.859151
coal-ccs_mod,p93,2032,5526346.881001
coal-ccs_mod,p93,2035,5547783.272916
coal-ccs_mod,p93,2038,5535319.430879
coal-ccs_mod,p93,2041,5532640.128781
coal-ccs_mod,p93,2044,424424.708446
coal-ccs_mod,p93,2047,424424.708446
coal-ccs_mod,p93,2050,424424.708446
coal-ccs_mod,p94,2032,5126504.14156
coal-ccs_mod,p94,2035,5200037.252066
coal-ccs_mod,p94,2038,5179906.029439
coal-ccs_mod,p94,2041,5182152.929244
coal-ccs_mod,p94,2044,398035.233521
coal-ccs_mod,p94,2047,398035.233521
coal-ccs_mod,p94,2050,398035.233521
coal-ccs_mod,p96,2032,6308675.099368
coal-ccs_mod,p96,2035,6465514.796035
coal-ccs_mod,p96,2038,6441260.485064
coal-ccs_mod,p96,2041,6443098.831373
coal-ccs_mod,p96,2044,494743.891258
coal-ccs_mod,p96,2047,494743.891258
coal-ccs_mod,p96,2050,494743.891258
coal-ccs_mod,p97,2032,2115361.926108
coal-ccs_mod,p97,2035,2114941.473072
coal-ccs_mod,p97,2038,2107657.308622
coal-ccs_mod,p97,2041,2107590.921301
coal-ccs_mod,p97,2044,161542.482471
coal-ccs_mod,p97,2047,161542.482471
coal-ccs_mod,p97,2050,161542.482471
coal-ccs_mod,p98,2035,30879.983792
coal-ccs_mod,p98,2038,30784.479576
coal-ccs_mod,p98,2041,30782.217846
coal-ccs_mod,p98,2044,30844.805822
coal-ccs_mod,p98,2047,2358.660655
coal-ccs_mod,p98,2050,2358.660655
coal-ccs_mod,z28,2047,0.0
coal-igcc,p107,2015,464420.16
coal-igcc,p107,2020,464420.16
coal-igcc,p107,2023,464420.16
coal-igcc,p107,2026,464420.16
coal-igcc,p107,2029,464420.16
coal-igcc,p14,2044,0.0
coal-igcc,p29,2050,-0.0
gas-cc,p1,2010,5919365.200029
gas-cc,p1,2015,4770231.611552
gas-cc,p1,2020,5565876.517942
gas-cc,p1,2023,3052774.866725
gas-cc,p1,2026,2305203.571038
gas-cc,p1,2029,1345227.804079
gas-cc,p1,2032,1329643.789666
gas-cc,p1,2035,1180486.720392
gas-cc,p1,2038,1172967.14878
gas-cc,p1,2041,1430272.093691
gas-cc,p1,2044,1783295.991238
gas-cc,p1,2047,1643891.418695
gas-cc,p1,2050,680605.298617
gas-cc,p10,2010,58604499.894784
gas-cc,p10,2015,32275737.100566
gas-cc,p10,2020,5307403.68
gas-cc,p10,2023,47326421.741745
gas-cc,p10,2026,31757814.534497
gas-cc,p10,2029,16094378.831402
gas-cc,p10,2032,18225156.594514
gas-cc,p10,2035,17373288.105968
gas-cc,p10,2038,14691997.555881
gas-cc,p10,2041,5232505.68
gas-cc,p10,2044,5101946.64
gas-cc,p10,2047,5097741.84
gas-cc,p10,2050,4950048.24
gas-cc,p100,2015,10614993.56445
gas-cc,p100,2020,10598139.68334
gas-cc,p100,2023,10580749.87878
gas-cc,p100,2026,10581974.0916
gas-cc,p100,2029,9820616.201175
gas-cc,p100,2032,9994759.09267
gas-cc,p100,2035,10134548.179281
gas-cc,p100,2038,10160129.532887
gas-cc,p100,2041,10170988.405222
gas-cc,p100,2044,10279736.94762
gas-cc,p101,2010,108434119.82627
gas-cc,p101,2015,86586112.777481
gas-cc,p101,2020,107074206.627804
gas-cc,p101,2023,89971110.648384
gas-cc,p101,2026,78969638.397642
gas-cc,p101,2029,77130155.896752
gas-cc,p101,2032,81189146.044233
gas-cc,p101,2035,67711624.072116
gas-cc,p101,2038,72001579.816108
gas-cc,p101,2041,76807277.396409
gas-cc,p101,2044,90923796.237043
gas-cc,p101,2047,98449523.150115
gas-cc,p101,2050,86002092.864599
gas-cc,p102,2010,45774687.845464
gas-cc,p102,2015,71363642.832644
gas-cc,p102,2020,80840158.994191
gas-cc,p102,2023,85914438.714475
gas-cc,p102,2026,85094351.327103
gas-cc,p102,2029,83641522.993713
gas-cc,p102,2032,84535966.179422
gas-cc,p102,2035,80902299.982951
gas-cc,p102,2038,82593860.880092
gas-cc,p102,2041,81705849.143443
gas-cc,p102,2044,79354147.916893
gas-cc,p102,2047,84287642.813748
gas-cc,p102,2050,82965409.051785
gas-cc,p103,2010,14489057.137555
gas-cc,p103,2015,12707952.877747
gas-cc,p103,2020,12730558.232167
gas-cc,p103,2023,23676992.509089
gas-cc,p103,2026,27595606.504544
gas-cc,p103,2029,26902921.701553
gas-cc,p103,2032,19074156.093126
gas-cc,p103,2035,33627852.151198
gas-cc,p103,2038,45316571.330002
gas-cc,p103,2041,53559227.194642
gas-cc,p103,2044,58743121.680058
gas-cc,p103,2047,65238782.795708
gas-cc,p103,2050,69753933.852234
gas-cc,p104,2010,12448970.416034
gas-cc,p104,2015,12469084.806316
gas-cc,p104,2020,12477295.027157
gas-cc,p104,2023,20844272.029425
gas-cc,p104,2026,20825020.44178
gas-cc,p104,2029,19056968.504702
gas-cc,p104,2032,18532391.917822
gas-cc,p104,2035,35395493.9423
gas-cc,p104,2038,49415390.723904
gas-cc,p104,2041,48980389.405574
gas-cc,p104,2044,49518424.727898
gas-cc,p104,2047,49485647.825795
gas-cc,p104,2050,50650928.381318
gas-cc,p105,2010,6707722.771019
gas-cc,p105,2015,7504070.613034
gas-cc,p105,2020,13484204.158479
gas-cc,p105,2023,12886472.155974
gas-cc,p105,2026,10406555.716932
gas-cc,p105,2029,9653324.311673
gas-cc,p105,2032,10983488.529188
gas-cc,p105,2035,12119333.285454
gas-cc,p105,2038,12668364.137024
gas-cc,p105,2041,33726416.209925
gas-cc,p105,2044,49565618.345989
gas-cc,p105,2047,109519826.40287
gas-cc,p105,2050,114745995.667001
gas-cc,p106,2010,1283986.65311
gas-cc,p106,2015,692882.70867
gas-cc,p106,2020,218707.749
gas-cc,p106,2023,231784.695
gas-cc,p106,2026,2941968.679218
gas-cc,p106,2029,4488542.878866
gas-cc,p106,2032,5205879.178504
gas-cc,p106,2035,12742516.441814
gas-cc,p106,2038,23159975.394463
gas-cc,p106,2041,23159975.394463
gas-cc,p106,2044,27244488.321691
gas-cc,p106,2047,28063158.293077
gas-cc,p106,2050,30185797.740069
gas-cc,p107,2010,9218182.889412
gas-cc,p107,2015,9212852.87349
gas-cc,p107,2020,14413472.785569
gas-cc,p107,2023,14418593.103573
gas-cc,p107,2026,14410249.077867
gas-cc,p107,2029,14181452.100782
gas-cc,p107,2032,35482960.377653
gas-cc,p107,2035,38506382.867951
gas-cc,p107,2038,38528484.394787
gas-cc,p107,2041,38658461.626382
gas-cc,p107,2044,38645038.712354
gas-cc,p107,2047,38654331.698576
gas-cc,p107,2050,38934513.380103
gas-cc,p108,2020,8514486.523128
gas-cc,p108,2023,8517142.1973
gas-cc,p108,2026,8511761.7189
gas-cc,p108,2029,21967619.177856
gas-cc,p108,2032,14674287.913389
gas-cc,p108,2035,14570329.87439
gas-cc,p108,2038,14623816.661141
gas-cc,p108,2041,14585865.864
gas-cc,p108,2044,14664012.380105
gas-cc,p108,2047,14698678.8654
gas-cc,p108,2050,14698908.1494
gas-cc,p109,2015,5349767.816064
gas-cc,p109,2020,5346307.889925
gas-cc,p109,2023,5344287.714111
gas-cc,p109,2026,10673674.09749
gas-cc,p109,2029,26511098.101687
gas-cc,p109,2032,14551449.57531
gas-cc,p109,2035,14953659.263084
gas-cc,p109,2038,15003434.217255
gas-cc,p109,2041,15010221.470984
gas-cc,p109,2044,15505576.246446
gas-cc,p109,2047,15532527.487797
gas-cc,p109,2050,16959833.134943
gas-cc,p11,2010,9199208.28402
gas-cc,p11,2015,8865773.008086
gas-cc,p11,2020,5603268.559153
gas-cc,p11,2023,7874676.34213
gas-cc,p11,2026,10064844.128331
gas-cc,p11,2029,10553200.462395
gas-cc,p11,2032,7414573.371307
gas-cc,p11,2035,6708167.039129
gas-cc,p11,2038,4673864.438777
gas-cc,p11,2041,2703395.252184
gas-cc,p11,2044,1191693.28384
gas-cc,p11,2047,1191693.28384
gas-cc,p11,2050,1165728.64384
gas-cc,p110,2032,84769.083484
gas-cc,p110,2035,771897.029262
gas-cc,p110,2038,1033462.485714
gas-cc,p110,2041,1033462.485714
gas-cc,p110,2044,1054962.247829
gas-cc,p110,2047,1211722.599548
gas-cc,p110,2050,1850372.353653
gas-cc,p111,2010,12299.04
gas-cc,p111,2015,5308786.340937
gas-cc,p111,2020,18526806.241035
gas-cc,p111,2023,27879895.86394
gas-cc,p111,2026,34865101.443482
gas-cc,p111,2029,45902747.626986
gas-cc,p111,2032,36172563.32823
gas-cc,p111,2035,36505719.332199
gas-cc,p111,2038,36492553.247469
gas-cc,p111,2041,36105981.243799
gas-cc,p111,2044,37596633.661529
gas-cc,p111,2047,40590616.368095
gas-cc,p111,2050,42219306.032926
gas-cc,p112,2010,21845150.111699
gas-cc,p112,2015,25070432.115305
gas-cc,p112,2020,30176361.542045
gas-cc,p112,2023,46785712.664859
gas-cc,p112,2026,46114281.759538
gas-cc,p112,2029,42687012.668415
gas-cc,p112,2032,49910629.69711
gas-cc,p112,2035,51111463.031605
gas-cc,p112,2038,51392454.768158
gas-cc,p112,2041,50922620.967059
gas-cc,p112,2044,56347314.251258
gas-cc,p112,2047,51881382.010918
gas-cc,p112,2050,54407063.760208
gas-cc,p113,2035,1262212.192103
gas-cc,p113,2038,7419624.873585
gas-cc,p113,2041,7419624.873585
gas-cc,p113,2044,9759502.896306
gas-cc,p113,2047,17019307.916162
gas-cc,p113,2050,18609092.42364
gas-cc,p114,2020,3625543.82268
gas-cc,p114,2023,3624575.551272
gas-cc,p114,2026,3625603.40844
gas-cc,p114,2029,3586632.063261
gas-cc,p114,2032,5436600.48812
gas-cc,p114,2035,5933806.524189
gas-cc,p114,2038,5933837.010645
gas-cc,p114,2041,11896486.018594
gas-cc,p114,2044,27780265.107513
gas-cc,p114,2047,30004582.39007
gas-cc,p114,2050,31046872.183006
gas-cc,p115,2010,11349163.188874
gas-cc,p115,2015,10729173.670309
gas-cc,p115,2020,12870737.742066
gas-cc,p115,2023,15234760.971013
gas-cc,p115,2026,13554352.067109
gas-cc,p115,2029,12887862.511136
gas-cc,p115,2032,16670766.868695
gas-cc,p115,2035,21542639.324173
gas-cc,p115,2038,21548775.12577
gas-cc,p115,2041,23868271.066104
gas-cc,p115,2044,32737993.593485
gas-cc,p115,2047,55898089.240839
gas-cc,p115,2050,62345041.48638
gas-cc,p116,2026,2613711.85965
gas-cc,p116,2029,19544689.84292
gas-cc,p116,2032,32832613.17194
gas-cc,p116,2035,32832613.17194
gas-cc,p116,2038,32832613.17194
gas-cc,p116,2041,32832613.17194
gas-cc,p116,2044,32832613.17194
gas-cc,p116,2047,32832613.17194
gas-cc,p116,2050,32832613.17194
gas-cc,p117,2044,-0.0
gas-cc,p117,2047,237543.59844
gas-cc,p117,2050,237543.59844
gas-cc,p12,2010,4645567.28694
gas-cc,p12,2015,1162367.724543
gas-cc,p12,2020,2714847.357877
gas-cc,p12,2023,374752.8
gas-cc,p12,2026,374752.8
gas-cc,p12,2029,411276.549583
gas-cc,p12,2032,440840.386648
gas-cc,p12,2035,440889.876895
gas-cc,p12,2038,440927.229961
gas-cc,p12,2041,1620659.199491
gas-cc,p12,2044,1663688.808415
gas-cc,p12,2047,1661395.24601
gas-cc,p12,2050,1621344.496981
gas-cc,p120,2026,1307104.387587
gas-cc,p120,2029,1295519.065655
gas-cc,p120,2032,591871.86099
gas-cc,p120,2035,591871.86099
gas-cc,p120,2038,591871.86099
gas-cc,p120,2041,591871.86099
gas-cc,p120,2044,591871.86099
gas-cc,p120,2047,591871.86099
gas-cc,p120,2050,591871.86099
gas-cc,p121,2035,8743768.44314
gas-cc,p121,2038,8743768.44314
gas-cc,p121,2041,8743768.44314
gas-cc,p121,2044,8743768.44314
gas-cc,p121,2047,25832028.311879
gas-cc,p121,2050,25832028.311879
gas-cc,p123,2010,2585858.332234
gas-cc,p123,2015,203512.32
gas-cc,p123,2020,22672533.194861
gas-cc,p123,2023,22619383.740826
gas-cc,p123,2026,22440682.678614
gas-cc,p123,2029,22358538.1344
gas-cc,p123,2032,16005987.554293
gas-cc,p123,2035,15343050.091027
gas-cc,p123,2038,14200171.270308
gas-cc,p123,2041,15076813.521827
gas-cc,p123,2044,20328225.996691
gas-cc,p123,2047,21368571.914242
gas-cc,p123,2050,22072002.611419
gas-cc,p125,2010,8175306.835612
gas-cc,p125,2015,10437187.445499
gas-cc,p125,2020,9026086.260497
gas-cc,p125,2023,786297.6
gas-cc,p125,2026,2318584.893408
gas-cc,p125,2029,937287.17856
gas-cc,p125,2032,1364070.37716
gas-cc,p125,2035,1023657.47424
gas-cc,p125,2038,786297.6
gas-cc,p125,2041,778413.6
gas-cc,p125,2044,648064.8
gas-cc,p125,2047,582890.4
gas-cc,p125,2050,481975.2
gas-cc,p126,2010,43573094.600451
gas-cc,p126,2015,38595963.27143
gas-cc,p126,2020,44005676.999474
gas-cc,p126,2023,39894456.668719
gas-cc,p126,2026,39837644.285164
gas-cc,p126,2029,29444234.636642
gas-cc,p126,2032,36887446.152785
gas-cc,p126,2035,33289269.907853
gas-cc,p126,2038,30192648.894141
gas-cc,p126,2041,18893581.277775
gas-cc,p126,2044,6991589.377817
gas-cc,p126,2047,3416715.36
gas-cc,p126,2050,2924319.111227
gas-cc,p127,2010,44970142.528634
gas-cc,p127,2015,36903808.679407
gas-cc,p127,2020,32180350.260811
gas-cc,p127,2023,34095448.155568
gas-cc,p127,2026,32114200.918897
gas-cc,p127,2029,27750097.032022
gas-cc,p127,2032,29318190.173513
gas-cc,p127,2035,24919053.956229
gas-cc,p127,2038,24617992.491066
gas-cc,p128,2010,5331740.211834
gas-cc,p128,2015,3785662.336341
gas-cc,p128,2020,3562424.77021
gas-cc,p128,2023,3573859.675718
gas-cc,p128,2026,3393461.627038
gas-cc,p128,2029,3176336.110004
gas-cc,p128,2032,3458067.990043
gas-cc,p128,2035,2909005.369352
gas-cc,p128,2038,2637414.40751
gas-cc,p13,2010,29294284.692707
gas-cc,p13,2015,30084961.939673
gas-cc,p13,2020,30647807.927402
gas-cc,p13,2023,20841840.043197
gas-cc,p13,2026,15497519.809213
gas-cc,p13,2029,13848407.438709
gas-cc,p13,2032,22136865.652882
gas-cc,p13,2035,23605760.081835
gas-cc,p13,2038,25487645.266654
gas-cc,p13,2041,34764559.803822
gas-cc,p13,2044,30934217.72658
gas-cc,p13,2047,33056480.613841
gas-cc,p13,2050,34768551.087856
gas-cc,p130,2010,9555060.318394
gas-cc,p130,2015,1495188.9225
gas-cc,p130,2020,645699.6
gas-cc,p130,2023,645699.6
gas-cc,p130,2026,645699.6
gas-cc,p130,2029,645699.6
gas-cc,p130,2032,645699.6
gas-cc,p130,2035,645699.6
gas-cc,p130,2038,2196255.376782
gas-cc,p130,2041,2195239.022452
gas-cc,p130,2044,1289800.984706
gas-cc,p130,2047,1234510.63056
gas-cc,p130,2050,2198112.193856
gas-cc,p131,2010,37776549.614087
gas-cc,p131,2015,30192781.743824
gas-cc,p131,2020,18330012.008763
gas-cc,p131,2023,20975830.859097
gas-cc,p131,2026,15724094.170088
gas-cc,p131,2029,9772677.414015
gas-cc,p131,2032,15346453.828363
gas-cc,p131,2035,20820471.252661
gas-cc,p131,2038,20657196.310951
gas-cc,p131,2041,25195244.391068
gas-cc,p131,2044,24179430.810334
gas-cc,p131,2047,19031543.872936
gas-cc,p131,2050,23190386.382542
gas-cc,p132,2010,14875566.582701
gas-cc,p132,2015,19528375.847066
gas-cc,p132,2020,27883071.021589
gas-cc,p132,2023,28186343.70135
gas-cc,p132,2026,27185263.378566
gas-cc,p132,2029,18989795.803715
gas-cc,p132,2032,23734768.961389
gas-cc,p132,2035,20689503.283195
gas-cc,p132,2038,19743031.402045
gas-cc,p132,2041,17577208.753597
gas-cc,p132,2044,14054321.303477
gas-cc,p132,2047,13076233.321596
gas-cc,p132,2050,18488663.884002
gas-cc,p133,2010,13342408.083247
gas-cc,p133,2015,7088764.519105
gas-cc,p133,2020,943557.12
gas-cc,p133,2023,1478111.563573
gas-cc,p133,2026,12724029.576417
gas-cc,p133,2029,10382916.68474
gas-cc,p133,2032,6047634.433135
gas-cc,p133,2035,5382198.834567
gas-cc,p133,2038,6364461.285881
gas-cc,p133,2041,6360407.030935
gas-cc,p133,2044,3449250.286986
gas-cc,p133,2047,3068628.701881
gas-cc,p133,2050,5369095.219354
gas-cc,p134,2010,9845073.169303
gas-cc,p134,2015,1824217.177946
gas-cc,p134,2020,668668.32
gas-cc,p134,2023,668668.32
gas-cc,p134,2026,668668.32
gas-cc,p134,2029,668668.32
gas-cc,p134,2032,1321729.280222
gas-cc,p134,2035,1096995.947773
gas-cc,p134,2038,2563045.934923
gas-cc,p134,2041,1670958.970884
gas-cc,p134,2044,1113462.764912
gas-cc,p134,2047,1052121.60007
gas-cc,p134,2050,2936611.76316
gas-cc,p14,2010,1646774.97453
gas-cc,p14,2015,422268.21
gas-cc,p14,2020,1088193.55428
gas-cc,p14,2023,110376.0
gas-cc,p14,2026,110376.0
gas-cc,p14,2029,110376.0
gas-cc,p14,2032,110376.0
gas-cc,p14,2035,125500.535339
gas-cc,p14,2038,125500.535339
gas-cc,p14,2041,125500.535339
gas-cc,p14,2044,125500.535339
gas-cc,p14,2047,125500.535339
gas-cc,p14,2050,125603.715741
gas-cc,p15,2015,2246379.486342
gas-cc,p15,2020,2189374.100842
gas-cc,p15,2023,2181497.773162
