county,state,cnty_fips,reeds_ba
Des Moines,Iowa,19057,IA_1
Dickinson,Iowa,19059,IA_0
Dubuque,Iowa,19061,IA_1
Emmet,Iowa,19063,IA_0
Fayette,Iowa,19065,IA_1
Floyd,Iowa,19067,IA_1
Franklin,Iowa,19069,IA_0
Fremont,Iowa,19071,IA_0
Greene,Iowa,19073,IA_0
Grundy,Iowa,19075,IA_1
Guthrie,Iowa,19077,IA_0
Hamilton,Iowa,19079,IA_0
Hancock,Iowa,19081,IA_0
Hardin,Iowa,19083,IA_0
Harrison,Iowa,19085,IA_0
Henry,Iowa,19087,IA_1
Howard,Iowa,19089,IA_1
Humboldt,Iowa,19091,IA_0
Ida,Iowa,19093,IA_0
Iowa,Iowa,19095,IA_1
Jackson,Iowa,19097,IA_1
Jasper,Iowa,19099,IA_1
Jefferson,Iowa,19101,IA_1
Johnson,Iowa,19103,IA_1
Jones,Iowa,19105,IA_1
Keokuk,Iowa,19107,IA_1
Kossuth,Iowa,19109,IA_0
Lee,Iowa,19111,IA_1
Linn,Iowa,19113,IA_1
Louisa,Iowa,19115,IA_1
Lucas,Iowa,19117,IA_0
Lyon,Iowa,19119,IA_0
Madison,Iowa,19121,IA_0
Mahaska,Iowa,19123,IA_1
Marion,Iowa,19125,IA_1
Marshall,Iowa,19127,IA_1
Mills,Iowa,19129,IA_0
Mitchell,Iowa,19131,IA_1
Monona,Iowa,19133,IA_0
Monroe,Iowa,19135,IA_1
Montgomery,Iowa,19137,IA_0
Muscatine,Iowa,19139,IA_1
O'Brien,Iowa,19141,IA_0
Osceola,Iowa,19143,IA_0
Page,Iowa,19145,IA_0
Palo Alto,Iowa,19147,IA_0
Plymouth,Iowa,19149,IA_0
Pocahontas,Iowa,19151,IA_0
Polk,Iowa,19153,IA_0
Pottawattamie,Iowa,19155,IA_0
Poweshiek,Iowa,19157,IA_1
Ringgold,Iowa,19159,IA_0
Sac,Iowa,19161,IA_0
Scott,Iowa,19163,IA_1
Shelby,Iowa,19165,IA_0
Sioux,Iowa,19167,IA_0
Story,Iowa,19169,IA_0
Tama,Iowa,19171,IA_1
Taylor,Iowa,19173,IA_0
Union,Iowa,19175,IA_0
Van Buren,Iowa,19177,IA_1
Wapello,Iowa,19179,IA_1
Warren,Iowa,19181,IA_0
Washington,Iowa,19183,IA_1
Wayne,Iowa,19185,IA_0
Webster,Iowa,19187,IA_0
Winnebago,Iowa,19189,IA_0
Winneshiek,Iowa,19191,IA_1
Woodbury,Iowa,19193,IA_0
Worth,Iowa,19195,IA_0
Wright,Iowa,19197,IA_0
Allen,Kansas,20001,KS_1
Anderson,Kansas,20003,KS_1
Atchison,Kansas,20005,KS_1
Barber,Kansas,20007,KS_0
Barton,Kansas,20009,KS_0
Bourbon,Kansas,20011,KS_1
Brown,Kansas,20013,KS_1
Butler,Kansas,20015,KS_1
Chase,Kansas,20017,KS_1
Chautauqua,Kansas,20019,KS_1
Cherokee,Kansas,20021,KS_1
Cheyenne,Kansas,20023,KS_0
Clark,Kansas,20025,KS_0
Clay,Kansas,20027,KS_1
Cloud,Kansas,20029,KS_1
Coffey,Kansas,20031,KS_1
Comanche,Kansas,20033,KS_0
Cowley,Kansas,20035,KS_1
Crawford,Kansas,20037,KS_1
Decatur,Kansas,20039,KS_0
Dickinson,Kansas,20041,KS_1
Doniphan,Kansas,20043,KS_1
Douglas,Kansas,20045,KS_1
Edwards,Kansas,20047,KS_0
Elk,Kansas,20049,KS_1
Ellis,Kansas,20051,KS_0
Ellsworth,Kansas,20053,KS_1
Finney,Kansas,20055,KS_0
Ford,Kansas,20057,KS_0
Franklin,Kansas,20059,KS_1
Geary,Kansas,20061,KS_1
Gove,Kansas,20063,KS_0
Graham,Kansas,20065,KS_0
Grant,Kansas,20067,KS_0
Gray,Kansas,20069,KS_0
Greeley,Kansas,20071,KS_0
Greenwood,Kansas,20073,KS_1
Hamilton,Kansas,20075,KS_0
Harper,Kansas,20077,KS_1
Harvey,Kansas,20079,KS_1
Haskell,Kansas,20081,KS_0
Hodgeman,Kansas,20083,KS_0
Jackson,Kansas,20085,KS_1
Jefferson,Kansas,20087,KS_1
Jewell,Kansas,20089,KS_1
Johnson,Kansas,20091,KS_1
Kearny,Kansas,20093,KS_0
Kingman,Kansas,20095,KS_1
Kiowa,Kansas,20097,KS_0
Labette,Kansas,20099,KS_1
Lane,Kansas,20101,KS_0
Leavenworth,Kansas,20103,KS_1
Lincoln,Kansas,20105,KS_1
Linn,Kansas,20107,KS_1
Logan,Kansas,20109,KS_0
Lyon,Kansas,20111,KS_1
Marion,Kansas,20115,KS_1
Marshall,Kansas,20117,KS_1
McPherson,Kansas,20113,KS_1
Meade,Kansas,20119,KS_0
Miami,Kansas,20121,KS_1
Mitchell,Kansas,20123,KS_1
Montgomery,Kansas,20125,KS_1
Morris,Kansas,20127,KS_1
Morton,Kansas,20129,KS_0
Nemaha,Kansas,20131,KS_1
Neosho,Kansas,20133,KS_1
Ness,Kansas,20135,KS_0
Norton,Kansas,20137,KS_0
Osage,Kansas,20139,KS_1
Osborne,Kansas,20141,KS_0
Ottawa,Kansas,20143,KS_1
Pawnee,Kansas,20145,KS_0
Phillips,Kansas,20147,KS_0
Pottawatomie,Kansas,20149,KS_1
Pratt,Kansas,20151,KS_0
Rawlins,Kansas,20153,KS_0
Reno,Kansas,20155,KS_1
Republic,Kansas,20157,KS_1
Rice,Kansas,20159,KS_1
Riley,Kansas,20161,KS_1
Rooks,Kansas,20163,KS_0
Rush,Kansas,20165,KS_0
Russell,Kansas,20167,KS_0
Saline,Kansas,20169,KS_1
Scott,Kansas,20171,KS_0
Sedgwick,Kansas,20173,KS_1
Seward,Kansas,20175,KS_0
Shawnee,Kansas,20177,KS_1
Sheridan,Kansas,20179,KS_0
Sherman,Kansas,20181,KS_0
Smith,Kansas,20183,KS_0
Stafford,Kansas,20185,KS_0
Stanton,Kansas,20187,KS_0
Stevens,Kansas,20189,KS_0
Sumner,Kansas,20191,KS_1
Thomas,Kansas,20193,KS_0
Trego,Kansas,20195,KS_0
Wabaunsee,Kansas,20197,KS_1
Wallace,Kansas,20199,KS_0
Washington,Kansas,20201,KS_1
Wichita,Kansas,20203,KS_0
Wilson,Kansas,20205,KS_1
Woodson,Kansas,20207,KS_1
Wyandotte,Kansas,20209,KS_1
Adair,Kentucky,21001,KY_1
Allen,Kentucky,21003,KY_0
Anderson,Kentucky,21005,KY_1
Ballard,Kentucky,21007,KY_0
Barren,Kentucky,21009,KY_1
Bath,Kentucky,21011,KY_1
Bell,Kentucky,21013,KY_1
Boone,Kentucky,21015,KY_1
Bourbon,Kentucky,21017,KY_1
Boyd,Kentucky,21019,KY_1
Boyle,Kentucky,21021,KY_1
Bracken,Kentucky,21023,KY_1
Breathitt,Kentucky,21025,KY_1
Breckinridge,Kentucky,21027,KY_2
Bullitt,Kentucky,21029,KY_1
Butler,Kentucky,21031,KY_0
Caldwell,Kentucky,21033,KY_2
Calloway,Kentucky,21035,KY_0
Campbell,Kentucky,21037,KY_1
Carlisle,Kentucky,21039,KY_0
Carroll,Kentucky,21041,KY_1
Carter,Kentucky,21043,KY_1
Casey,Kentucky,21045,KY_1
Christian,Kentucky,21047,KY_0
Clark,Kentucky,21049,KY_1
Clay,Kentucky,21051,KY_1
Clinton,Kentucky,21053,KY_1
Crittenden,Kentucky,21055,KY_2
Cumberland,Kentucky,21057,KY_0
Daviess,Kentucky,21059,KY_2
Edmonson,Kentucky,21061,KY_0
Elliott,Kentucky,21063,KY_1
Estill,Kentucky,21065,KY_1
Fayette,Kentucky,21067,KY_1
Fleming,Kentucky,21069,KY_1
Floyd,Kentucky,21071,KY_1
Franklin,Kentucky,21073,KY_1
Fulton,Kentucky,21075,KY_0
Gallatin,Kentucky,21077,KY_1
Garrard,Kentucky,21079,KY_1
Grant,Kentucky,21081,KY_1
Graves,Kentucky,21083,KY_0
Grayson,Kentucky,21085,KY_2
Green,Kentucky,21087,KY_1
Greenup,Kentucky,21089,KY_1
Hancock,Kentucky,21091,KY_2
Hardin,Kentucky,21093,KY_1
Harlan,Kentucky,21095,KY_1
Harrison,Kentucky,21097,KY_1
Hart,Kentucky,21099,KY_1
Henderson,Kentucky,21101,KY_2
Henry,Kentucky,21103,KY_1
Hickman,Kentucky,21105,KY_0
Hopkins,Kentucky,21107,KY_2
Jackson,Kentucky,21109,KY_1
Jefferson,Kentucky,21111,KY_1
Jessamine,Kentucky,21113,KY_1
Johnson,Kentucky,21115,KY_1
Kenton,Kentucky,21117,KY_1
Knott,Kentucky,21119,KY_1
Knox,Kentucky,21121,KY_1
Larue,Kentucky,21123,KY_1
Laurel,Kentucky,21125,KY_1
Lawrence,Kentucky,21127,KY_1
Lee,Kentucky,21129,KY_1
Leslie,Kentucky,21131,KY_1
Letcher,Kentucky,21133,KY_1
Lewis,Kentucky,21135,KY_1
Lincoln,Kentucky,21137,KY_1
Livingston,Kentucky,21139,KY_2
Logan,Kentucky,21141,KY_0
Lyon,Kentucky,21143,KY_0
Madison,Kentucky,21151,KY_1
Magoffin,Kentucky,21153,KY_1
Marion,Kentucky,21155,KY_1
Marshall,Kentucky,21157,KY_0
Martin,Kentucky,21159,KY_1
Mason,Kentucky,21161,KY_1
McCracken,Kentucky,21145,KY_0
McCreary,Kentucky,21147,KY_1
McLean,Kentucky,21149,KY_2
Meade,Kentucky,21163,KY_2
Menifee,Kentucky,21165,KY_1
Mercer,Kentucky,21167,KY_1
Metcalfe,Kentucky,21169,KY_1
Monroe,Kentucky,21171,KY_0
Montgomery,Kentucky,21173,KY_1
Morgan,Kentucky,21175,KY_1
Muhlenberg,Kentucky,21177,KY_0
Nelson,Kentucky,21179,KY_1
Nicholas,Kentucky,21181,KY_1
Ohio,Kentucky,21183,KY_2
Oldham,Kentucky,21185,KY_1
Owen,Kentucky,21187,KY_1
Owsley,Kentucky,21189,KY_1
Pendleton,Kentucky,21191,KY_1
Perry,Kentucky,21193,KY_1
Pike,Kentucky,21195,KY_1
Powell,Kentucky,21197,KY_1
Pulaski,Kentucky,21199,KY_1
Robertson,Kentucky,21201,KY_1
Rockcastle,Kentucky,21203,KY_1
Rowan,Kentucky,21205,KY_1
Russell,Kentucky,21207,KY_0
Scott,Kentucky,21209,KY_1
Shelby,Kentucky,21211,KY_1
Simpson,Kentucky,21213,KY_0
Spencer,Kentucky,21215,KY_1
Taylor,Kentucky,21217,KY_1
Todd,Kentucky,21219,KY_0
Trigg,Kentucky,21221,KY_0
Trimble,Kentucky,21223,KY_1
Union,Kentucky,21225,KY_2
Warren,Kentucky,21227,KY_0
Washington,Kentucky,21229,KY_1
Wayne,Kentucky,21231,KY_1
Webster,Kentucky,21233,KY_2
Whitley,Kentucky,21235,KY_1
Wolfe,Kentucky,21237,KY_1
Woodford,Kentucky,21239,KY_1
Acadia,Louisiana,22001,LA_0
Allen,Louisiana,22003,LA_0
Ascension,Louisiana,22005,LA_0
Assumption,Louisiana,22007,LA_0
Avoyelles,Louisiana,22009,LA_0
Beauregard,Louisiana,22011,LA_0
Bienville,Louisiana,22013,LA_1
Bossier,Louisiana,22015,LA_1
Caddo,Louisiana,22017,LA_1
Calcasieu,Louisiana,22019,LA_0
Caldwell,Louisiana,22021,LA_1
Cameron,Louisiana,22023,LA_0
Catahoula,Louisiana,22025,LA_1
Claiborne,Louisiana,22027,LA_1
Concordia,Louisiana,22029,LA_1
De Soto,Louisiana,22031,LA_1
East Baton Rouge,Louisiana,22033,LA_0
East Carroll,Louisiana,22035,LA_1
East Feliciana,Louisiana,22037,LA_0
Evangeline,Louisiana,22039,LA_0
Franklin,Louisiana,22041,LA_1
Grant,Louisiana,22043,LA_1
Iberia,Louisiana,22045,LA_0
Iberville,Louisiana,22047,LA_0
Jackson,Louisiana,22049,LA_1
Jefferson,Louisiana,22051,LA_0
Jefferson Davis,Louisiana,22053,LA_0
La Salle,Louisiana,22059,LA_1
Lafayette,Louisiana,22055,LA_0
Lafourche,Louisiana,22057,LA_0
Lincoln,Louisiana,22061,LA_1
Livingston,Louisiana,22063,LA_0
Madison,Louisiana,22065,LA_1
Morehouse,Louisiana,22067,LA_1
Natchitoches,Louisiana,22069,LA_1
Orleans,Louisiana,22071,LA_0
Ouachita,Louisiana,22073,LA_1
Plaquemines,Louisiana,22075,LA_0
Pointe Coupee,Louisiana,22077,LA_0
Rapides,Louisiana,22079,LA_0
Red River,Louisiana,22081,LA_1
Richland,Louisiana,22083,LA_1
Sabine,Louisiana,22085,LA_1
St. Bernard,Louisiana,22087,LA_0
St. Charles,Louisiana,22089,LA_0
St. Helena,Louisiana,22091,LA_0
St. James,Louisiana,22093,LA_0
St. John the Baptist,Louisiana,22095,LA_0
St. Landry,Louisiana,22097,LA_0
St. Martin,Louisiana,22099,LA_0
St. Mary,Louisiana,22101,LA_0
St. Tammany,Louisiana,22103,LA_0
Tangipahoa,Louisiana,22105,LA_0
Tensas,Louisiana,22107,LA_1
Terrebonne,Louisiana,22109,LA_0
Union,Louisiana,22111,LA_1
Vermilion,Louisiana,22113,LA_0
Vernon,Louisiana,22115,LA_0
Washington,Louisiana,22117,LA_0
Webster,Louisiana,22119,LA_1
West Baton Rouge,Louisiana,22121,LA_0
West Carroll,Louisiana,22123,LA_1
West Feliciana,Louisiana,22125,LA_0
Winn,Louisiana,22127,LA_1
Androscoggin,Maine,23001,ME_0
Aroostook,Maine,23003,ME_0
Cumberland,Maine,23005,ME_0
Franklin,Maine,23007,ME_0
Hancock,Maine,23009,ME_0
Kennebec,Maine,23011,ME_0
Knox,Maine,23013,ME_0
Lincoln,Maine,23015,ME_0
Oxford,Maine,23017,ME_0
Penobscot,Maine,23019,ME_0
Piscataquis,Maine,23021,ME_0
Sagadahoc,Maine,23023,ME_0
Somerset,Maine,23025,ME_0
Waldo,Maine,23027,ME_0
Washington,Maine,23029,ME_0
York,Maine,23031,ME_0
Allegany,Maryland,24001,MD_0
Anne Arundel,Maryland,24003,MD_0
Baltimore,Maryland,24005,MD_0
Baltimore City,Maryland,24510,MD_0
Calvert,Maryland,24009,MD_0
Caroline,Maryland,24011,MD_0
Carroll,Maryland,24013,MD_0
Cecil,Maryland,24015,MD_0
Charles,Maryland,24017,MD_0
Dorchester,Maryland,24019,MD_0
Frederick,Maryland,24021,MD_0
Garrett,Maryland,24023,MD_0
Harford,Maryland,24025,MD_0
Howard,Maryland,24027,MD_0
Kent,Maryland,24029,MD_0
Montgomery,Maryland,24031,MD_0
Prince George's,Maryland,24033,MD_0
Queen Anne's,Maryland,24035,MD_0
Somerset,Maryland,24039,MD_0
St. Mary's,Maryland,24037,MD_0
Talbot,Maryland,24041,MD_0
Washington,Maryland,24043,MD_0
Wicomico,Maryland,24045,MD_0
Worcester,Maryland,24047,MD_0
Barnstable,Massachusetts,25001,MA_1
Berkshire,Massachusetts,25003,MA_0
Bristol,Massachusetts,25005,MA_1
Dukes,Massachusetts,25007,MA_0
Essex,Massachusetts,25009,MA_1
Franklin,Massachusetts,25011,MA_0
Hampden,Massachusetts,25013,MA_0
Hampshire,Massachusetts,25015,MA_0
Middlesex,Massachusetts,25017,MA_1
Nantucket,Massachusetts,25019,MA_0
Norfolk,Massachusetts,25021,MA_1
Plymouth,Massachusetts,25023,MA_1
Suffolk,Massachusetts,25025,MA_1
Worcester,Massachusetts,25027,MA_0
Alcona,Michigan,26001,MI_1
Alger,Michigan,26003,MI_0
