sc_gid,fips,reeds_ba
29108,p54093,116
29109,p54023,116
29110,p54023,116
29111,p54031,116
29112,p54031,116
29113,p54031,116
29114,p54031,116
29115,p51171,99
29116,p51069,100
29117,p51187,100
29118,p51187,100
29119,p51061,99
29120,p51061,99
29121,p51107,99
29122,p51107,99
29123,p51059,99
29124,p51059,99
29125,p51013,99
29126,p24033,123
29127,p24033,123
29128,p24003,123
29129,p24003,123
29130,p24041,123
29131,p24041,123
29132,p24041,123
29133,p24011,123
29134,p24019,123
29135,p10005,125
29136,p10005,125
29137,p10005,125
29138,p10005,125
29139,p10005,125
29140,p10005,125
29141,p06081,9
29142,p06081,9
29143,p06081,9
29144,p06001,9
29145,p06001,9
29146,p06001,9
29147,p06001,9
29148,p06077,9
29149,p06077,9
29150,p06077,9
29151,p06077,9
29152,p06077,9
29153,p06099,9
29154,p06099,9
29155,p06109,9
29156,p06109,9
29157,p06109,9
29158,p06109,9
29159,p06109,9
29160,p06109,9
29161,p06109,9
29162,p06109,9
29163,p06109,9
29164,p06109,9
29165,p06051,10
29166,p06051,10
29167,p06051,10
29168,p06051,10
29169,p32021,12
29170,p32021,12
29171,p32021,12
29172,p32021,12
29173,p32021,12
29174,p32021,12
29175,p32021,12
29176,p32009,12
29177,p32009,12
29178,p32023,12
29179,p32023,12
29180,p32023,12
29181,p32023,12
29182,p32023,12
29183,p32023,12
29184,p32023,12
29185,p32023,12
29186,p32023,12
29187,p32023,12
29188,p32023,12
29189,p32023,12
29190,p32023,12
29191,p32023,12
29192,p32023,12
29193,p32023,12
29194,p32023,12
29195,p32023,12
29196,p32033,12
29197,p32033,12
29198,p32033,12
29199,p32033,12
29200,p32033,12
29201,p32033,12
29202,p32033,12
29203,p32033,12
29204,p49027,25
29205,p49027,25
29206,p49027,25
29207,p49027,25
29208,p49027,25
29209,p49027,25
29210,p49027,25
29211,p49027,25
29212,p49027,25
29213,p49027,25
29214,p49027,25
29215,p49027,25
29216,p49027,25
29217,p49027,25
29218,p49039,25
29219,p49039,25
29220,p49039,25
29221,p49039,25
29222,p49039,25
29223,p49015,25
29224,p49015,25
29225,p49015,25
29226,p49015,25
29227,p49015,25
29228,p49015,25
29229,p49015,25
29230,p49015,25
29231,p49015,25
29232,p49019,25
29233,p49019,25
29234,p49019,25
29235,p49019,25
29236,p49019,25
29237,p49019,25
29238,p49019,25
29239,p08045,33
29240,p08045,33
29241,p08045,33
29242,p08045,33
29243,p08045,33
29244,p08045,33
29245,p08045,33
29246,p08045,33
29247,p08045,33
29248,p08045,33
29249,p08045,33
29250,p08045,33
29251,p08045,33
29252,p08045,33
29253,p08037,33
29254,p08037,33
29255,p08037,33
29256,p08037,33
29257,p08037,33
29258,p08037,33
29259,p08117,33
29260,p08117,33
29261,p08049,33
29262,p08019,33
29263,p08019,33
29264,p08019,33
29265,p08059,33
29266,p08059,33
29267,p08059,33
29268,p08031,33
29269,p08001,33
29270,p08001,33
29271,p08001,33
29272,p08001,33
29273,p08001,33
29274,p08001,33
29275,p08001,33
29276,p08001,33
29277,p08121,33
29278,p08121,33
29279,p08121,33
29280,p08121,33
29281,p08121,33
29282,p08121,33
29283,p08125,33
29284,p08125,33
29285,p08125,33
29286,p08125,33
29287,p08125,33
29288,p08125,33
29289,p20023,52
29290,p20023,52
29291,p20023,52
29292,p20023,52
29293,p20153,52
29294,p20153,52
29295,p20153,52
29296,p20153,52
29297,p20153,52
29298,p20039,52
29299,p20039,52
29300,p20039,52
29301,p20039,52
29302,p31065,40
29303,p31065,40
29304,p31065,40
29305,p31065,40
29306,p31083,40
29307,p31083,40
29308,p31083,40
29309,p31061,40
29310,p31061,40
29311,p31061,40
29312,p31181,40
29313,p31181,40
29314,p31181,40
29315,p31129,40
29316,p31129,40
29317,p31129,40
29318,p31169,40
29319,p31169,40
29320,p31169,40
29321,p31095,40
29322,p31095,40
29323,p31095,40
29324,p31095,40
29325,p31067,40
29326,p31067,40
29327,p31067,40
29328,p31133,41
29329,p31133,41
29330,p31133,41
29331,p31147,41
29332,p31147,41
29333,p31147,41
29334,p31147,41
29335,p29087,54
29336,p29087,54
29337,p29087,54
29338,p29003,54
29339,p29003,54
29340,p29003,54
29341,p29075,54
29342,p29075,54
29343,p29061,54
29344,p29061,54
29345,p29061,54
29346,p29079,54
29347,p29079,54
29348,p29079,54
29349,p29211,54
29350,p29211,54
29351,p29115,54
29352,p29115,54
29353,p29121,71
29354,p29121,71
29355,p29121,71
29356,p29103,71
29357,p29103,71
29358,p29103,71
29359,p29111,71
29360,p29111,71
29361,p29111,71
29362,p29111,71
29363,p17001,81
29364,p17001,81
29365,p17001,81
29366,p17009,81
29367,p17009,81
29368,p17009,81
29369,p17017,81
29370,p17017,81
29371,p17017,81
29372,p17017,81
29373,p17129,81
29374,p17129,81
29375,p17167,82
29376,p17167,82
29377,p17167,82
29378,p17115,83
29379,p17115,83
29380,p17115,83
29381,p17115,83
29382,p17147,83
29383,p17147,83
29384,p17041,83
29385,p17041,83
29386,p17041,83
29387,p17045,83
29388,p17045,83
29389,p17045,83
29390,p18165,105
29391,p18121,105
29392,p18121,105
29393,p18121,105
29394,p18133,105
29395,p18133,105
29396,p18063,105
29397,p18063,105
29398,p18063,105
29399,p18097,106
29400,p18097,106
29401,p18145,107
29402,p18145,107
29403,p18139,107
29404,p18139,107
29405,p18139,107
29406,p18041,107
29407,p18041,107
29408,p18161,107
29409,p39135,113
29410,p39135,113
29411,p39135,113
29412,p39113,113
29413,p39165,114
29414,p39165,114
29415,p39027,113
29416,p39027,113
29417,p39027,113
29418,p39047,113
29419,p39047,113
29420,p39141,112
29421,p39141,112
29422,p39141,112
29423,p39141,112
29424,p39073,112
29425,p39073,112
29426,p39073,112
29427,p39009,112
29428,p39009,112
29429,p39009,112
29430,p39167,112
29431,p39167,112
29432,p54107,116
29433,p54107,116
29434,p54085,116
29435,p54085,116
29436,p54085,116
29437,p54017,116
29438,p54017,116
29439,p54033,116
29440,p54033,116
29441,p54033,116
29442,p54001,116
29443,p54001,116
29444,p54001,116
29445,p54093,116
29446,p54093,116
29447,p54093,116
29448,p54023,116
29449,p54023,116
29450,p54031,116
29451,p54031,116
29452,p54031,116
29453,p51171,99
29454,p51171,99
29455,p51171,99
29456,p51187,100
29457,p51061,99
29458,p51061,99
29459,p51061,99
29460,p51153,99
29461,p51153,99
29462,p51059,99
29463,p51059,99
29464,p51059,99
29465,p24033,123
29466,p24033,123
29467,p24009,123
29468,p24009,123
29469,p24019,123
29470,p24019,123
29471,p24019,123
29472,p24019,123
29473,p24019,123
29474,p10005,125
29475,p10005,125
29476,p10005,125
29477,p10005,125
29478,p10005,125
29479,p06081,9
29480,p06081,9
29481,p06085,9
29482,p06085,9
29483,p06001,9
29484,p06001,9
29485,p06001,9
29486,p06077,9
29487,p06077,9
29488,p06099,9
29489,p06099,9
29490,p06099,9
29491,p06099,9
29492,p06099,9
29493,p06099,9
29494,p06109,9
29495,p06109,9
29496,p06109,9
29497,p06109,9
29498,p06109,9
29499,p06109,9
29500,p06109,9
29501,p06109,9
29502,p06109,9
29503,p06051,10
29504,p06051,10
29505,p06051,10
29506,p06051,10
29507,p06051,10
29508,p32021,12
29509,p32021,12
29510,p32021,12
29511,p32021,12
29512,p32021,12
29513,p32009,12
29514,p32009,12
29515,p32009,12
29516,p32023,12
29517,p32023,12
29518,p32023,12
29519,p32023,12
29520,p32023,12
29521,p32023,12
29522,p32023,12
29523,p32023,12
29524,p32023,12
29525,p32023,12
29526,p32023,12
29527,p32023,12
29528,p32023,12
29529,p32023,12
29530,p32023,12
29531,p32023,12
29532,p32023,12
29533,p32023,12
29534,p32023,12
29535,p32017,12
29536,p32033,12
29537,p32033,12
29538,p32033,12
29539,p32033,12
29540,p32033,12
29541,p49027,25
29542,p49027,25
29543,p49027,25
29544,p49027,25
29545,p49027,25
29546,p49027,25
29547,p49027,25
29548,p49027,25
29549,p49027,25
29550,p49027,25
29551,p49027,25
29552,p49027,25
29553,p49027,25
29554,p49027,25
29555,p49027,25
29556,p49041,25
29557,p49039,25
29558,p49039,25
29559,p49039,25
29560,p49039,25
29561,p49015,25
29562,p49015,25
29563,p49015,25
29564,p49015,25
29565,p49015,25
29566,p49015,25
29567,p49015,25
29568,p49015,25
29569,p49015,25
29570,p49019,25
29571,p49019,25
29572,p49019,25
29573,p49019,25
29574,p49019,25
29575,p49019,25
29576,p49019,25
29577,p08077,33
29578,p08045,33
29579,p08045,33
29580,p08045,33
29581,p08045,33
29582,p08045,33
29583,p08045,33
29584,p08045,33
29585,p08045,33
29586,p08045,33
29587,p08045,33
29588,p08045,33
29589,p08045,33
29590,p08045,33
29591,p08037,33
29592,p08037,33
29593,p08037,33
29594,p08037,33
29595,p08037,33
29596,p08037,33
29597,p08037,33
29598,p08117,33
29599,p08117,33
29600,p08019,33
29601,p08019,33
29602,p08019,33
29603,p08059,33
29604,p08059,33
29605,p08059,33
29606,p08031,33
29607,p08005,33
29608,p08005,33
29609,p08005,33
29610,p08005,33
29611,p08005,33
29612,p08005,33
29613,p08001,33
29614,p08001,33
29615,p08121,33
29616,p08121,33
29617,p08121,33
29618,p08121,33
29619,p08121,33
29620,p08121,33
29621,p08125,33
29622,p08125,33
29623,p08125,33
29624,p08125,33
29625,p08125,33
29626,p08125,33
29627,p20023,52
29628,p20023,52
29629,p20023,52
29630,p20023,52
29631,p20153,52
29632,p20153,52
29633,p20153,52
29634,p20153,52
29635,p20153,52
29636,p20039,52
29637,p20039,52
29638,p20039,52
29639,p20039,52
29640,p20137,52
29641,p20137,52
29642,p20137,52
29643,p20137,52
29644,p20147,53
29645,p20147,53
29646,p20147,53
29647,p20147,53
29648,p20183,53
29649,p20183,53
29650,p20183,53
29651,p20089,53
29652,p20089,53
29653,p20089,53
29654,p20089,53
29655,p20157,53
29656,p20157,53
29657,p20157,53
29658,p20157,53
29659,p20201,53
29660,p20201,53
29661,p20201,53
29662,p20201,53
29663,p20117,53
29664,p20117,53
29665,p20117,53
29666,p20117,53
29667,p20131,53
29668,p20131,53
29669,p20131,53
29670,p20013,53
29671,p20013,53
29672,p20013,53
29673,p20013,53
29674,p29087,54
29675,p29087,54
29676,p29003,54
29677,p29003,54
29678,p29003,54
29679,p29063,54
29680,p29063,54
29681,p29061,54
29682,p29061,54
29683,p29061,54
29684,p29061,54
29685,p29117,54
29686,p29117,54
29687,p29115,54
29688,p29115,54
29689,p29115,54
29690,p29115,54
29691,p29121,71
29692,p29121,71
29693,p29121,71
29694,p29121,71
29695,p29205,71
29696,p29205,71
29697,p29205,71
29698,p29127,71
29699,p29127,71
29700,p29127,71
29701,p17001,81
29702,p17001,81
29703,p17001,81
29704,p17009,81
29705,p17009,81
29706,p17009,81
29707,p17137,81
29708,p17137,81
29709,p17137,81
29710,p17137,81
29711,p17167,82
29712,p17167,82
29713,p17167,82
29714,p17167,82
29715,p17167,82
29716,p17021,83
29717,p17115,83
29718,p17115,83
29719,p17115,83
29720,p17139,83
29721,p17139,83
29722,p17041,83
29723,p17041,83
29724,p17041,83
29725,p17045,83
29726,p17045,83
29727,p17045,83
29728,p18165,105
29729,p18121,105
29730,p18121,105
29731,p18121,105
29732,p18133,105
29733,p18133,105
29734,p18063,105
29735,p18063,105
29736,p18109,107
29737,p18081,107
29738,p18081,107
29739,p18145,107
29740,p18145,107
29741,p18145,107
29742,p18139,107
29743,p18139,107
29744,p18041,107
29745,p18041,107
29746,p18161,107
29747,p39017,114
29748,p39017,114
29749,p39017,114
29750,p39017,114
29751,p39165,114
29752,p39165,114
29753,p39027,113
29754,p39027,113
29755,p39027,113
29756,p39047,113
29757,p39047,113
29758,p39141,112
29759,p39141,112
29760,p39141,112
29761,p39141,112
29762,p39163,112
29763,p39163,112
29764,p39163,112
29765,p39009,112
29766,p39009,112
29767,p39009,112
29768,p39009,112
29769,p54107,116
29770,p54107,116
29771,p54107,116
29772,p54085,116
29773,p54085,116
29774,p54085,116
29775,p54085,116
29776,p54017,116
29777,p54041,116
29778,p54041,116
29779,p54097,116
29780,p54097,116
29781,p54001,116
29782,p54001,116
29783,p54083,116
29784,p54083,116
29785,p54093,116
29786,p54023,116
29787,p54023,116
29788,p54031,116
29789,p54031,116
29790,p54031,116
29791,p51171,99
29792,p51171,99
29793,p51187,100
29794,p51187,100
29795,p51157,100
29796,p51061,99
29797,p51061,99
29798,p51061,99
29799,p51153,99
29800,p51153,99
29801,p51059,99
29802,p51059,99
29803,p24017,123
29804,p24017,123
29805,p24033,123
29806,p24009,123
29807,p24019,123
29808,p24019,123
29809,p24019,123
29810,p24019,123
29811,p24045,123
29812,p24045,123
29813,p24045,123
29814,p24045,123
29815,p24047,123
29816,p24047,123
29817,p06081,9
29818,p06081,9
29819,p06085,9
29820,p06085,9
29821,p06085,9
29822,p06085,9
29823,p06085,9
29824,p06099,9
29825,p06099,9
29826,p06099,9
29827,p06099,9
29828,p06099,9
29829,p06099,9
29830,p06099,9
29831,p06099,9
29832,p06109,9
29833,p06043,9
29834,p06043,9
29835,p06043,9
29836,p06109,9
29837,p06109,9
29838,p06043,9
29839,p06043,9
29840,p06109,9
29841,p06051,10
29842,p06051,10
29843,p06051,10
29844,p06051,10
29845,p06051,10
29846,p32021,12
29847,p32021,12
29848,p32021,12
29849,p32009,12
29850,p32009,12
29851,p32009,12
29852,p32009,12
29853,p32009,12
29854,p32009,12
29855,p32023,12
29856,p32023,12
29857,p32023,12
29858,p32023,12
29859,p32023,12
29860,p32023,12
29861,p32023,12
29862,p32023,12
29863,p32023,12
29864,p32023,12
29865,p32023,12
29866,p32023,12
29867,p32023,12
29868,p32023,12
29869,p32023,12
29870,p32023,12
29871,p32023,12
29872,p32017,12
29873,p32017,12
29874,p32017,12
29875,p32017,12
29876,p32017,12
29877,p32017,12
29878,p32017,12
29879,p49027,25
29880,p49027,25
29881,p49027,25
29882,p49027,25
29883,p49027,25
29884,p49027,25
29885,p49027,25
29886,p49027,25
29887,p49027,25
29888,p49027,25
29889,p49027,25
29890,p49027,25
29891,p49027,25
29892,p49027,25
29893,p49041,25
29894,p49041,25
29895,p49041,25
29896,p49041,25
29897,p49041,25
29898,p49041,25
29899,p49015,25
29900,p49015,25
29901,p49015,25
29902,p49015,25
29903,p49015,25
29904,p49015,25
29905,p49015,25
29906,p49015,25
29907,p49015,25
29908,p49019,25
29909,p49019,25
29910,p49019,25
29911,p49019,25
29912,p49019,25
29913,p49019,25
29914,p49019,25
29915,p08077,33
29916,p08077,33
29917,p08077,33
29918,p08077,33
29919,p08077,33
29920,p08077,33
29921,p08077,33
29922,p08077,33
29923,p08077,33
29924,p08045,33
29925,p08045,33
29926,p08045,33
29927,p08045,33
29928,p08045,33
29929,p08037,33
29930,p08037,33
29931,p08037,33
29932,p08037,33
29933,p08037,33
29934,p08037,33
29935,p08117,33
29936,p08117,33
29937,p08117,33
29938,p08093,33
29939,p08093,33
29940,p08093,33
29941,p08059,33
29942,p08059,33
29943,p08059,33
29944,p08005,33
29945,p08005,33
29946,p08005,33
29947,p08005,33
29948,p08005,33
29949,p08005,33
29950,p08005,33
29951,p08005,33
29952,p08005,33
29953,p08121,33
29954,p08121,33
29955,p08121,33
29956,p08121,33
29957,p08121,33
29958,p08121,33
29959,p08125,33
29960,p08125,33
29961,p08125,33
29962,p08125,33
29963,p08125,33
29964,p08125,33
29965,p20023,52
29966,p20023,52
29967,p20023,52
29968,p20023,52
29969,p20153,52
29970,p20153,52
29971,p20153,52
29972,p20153,52
29973,p20153,52
29974,p20039,52
29975,p20039,52
29976,p20039,52
29977,p20039,52
29978,p20137,52
29979,p20137,52
29980,p20137,52
29981,p20137,52
29982,p20147,53
29983,p20147,53
29984,p20147,53
29985,p20183,53
29986,p20183,53
29987,p20183,53
29988,p20183,53
29989,p20089,53
29990,p20089,53
29991,p20089,53
29992,p20089,53
29993,p20157,53
29994,p20157,53
29995,p20157,53
29996,p20157,53
29997,p20201,53
29998,p20201,53
29999,p20201,53
30000,p20201,53
30001,p20117,53
30002,p20117,53
30003,p20117,53
30004,p20117,53
30005,p20131,53
30006,p20131,53
30007,p20131,53
30008,p20013,53
30009,p20013,53
30010,p20013,53
30011,p20013,53
30012,p20043,53
30013,p20043,53
30014,p29003,54
30015,p29003,54
30016,p29003,54
30017,p29063,54
30018,p29063,54
30019,p29061,54
30020,p29061,54
30021,p29061,54
30022,p29061,54
30023,p29117,54
30024,p29117,54
30025,p29115,54
30026,p29115,54
30027,p29115,54
30028,p29115,54
30029,p29121,71
30030,p29121,71
30031,p29121,71
30032,p29121,71
30033,p29205,71
30034,p29205,71
30035,p29205,71
30036,p29127,71
30037,p29127,71
30038,p29127,71
30039,p17001,81
30040,p17001,81
30041,p17001,81
30042,p17149,81
30043,p17149,81
30044,p17149,81
30045,p17171,81
30046,p17137,81
30047,p17137,81
30048,p17137,81
30049,p17167,82
30050,p17167,82
30051,p17167,82
30052,p17167,82
30053,p17021,83
30054,p17021,83
30055,p17115,83
30056,p17115,83
30057,p17139,83
30058,p17139,83
30059,p17139,83
30060,p17041,83
30061,p17029,83
30062,p17029,83
30063,p17045,83
30064,p17045,83
30065,p17045,83
30066,p18165,105
30067,p18167,105
30068,p18167,105
30069,p18021,107
30070,p18133,105
30071,p18133,105
30072,p18109,107
30073,p18109,107
30074,p18109,107
30075,p18081,107
30076,p18081,107
30077,p18145,107
30078,p18145,107
30079,p18145,107
30080,p18139,107
30081,p18139,107
30082,p18047,107
30083,p18047,107
30084,p18047,107
30085,p18047,107
30086,p39017,114
30087,p39017,114
30088,p39017,114
30089,p39165,114
30090,p39165,114
30091,p39027,113
30092,p39027,113
30093,p39027,113
30094,p39071,112
30095,p39071,112
30096,p39141,112
30097,p39141,112
30098,p39141,112
30099,p39141,112
30100,p39163,112
30101,p39163,112
30102,p39163,112
30103,p39163,112
30104,p39105,112
30105,p39105,112
30106,p39105,112
30107,p54107,116
30108,p54107,116
30109,p54105,116
30110,p54105,116
30111,p54085,116
30112,p54085,116
30113,p54021,116
30114,p54021,116
30115,p54041,116
30116,p54041,116
30117,p54041,116
30118,p54097,116
30119,p54083,116
30120,p54083,116
30121,p54083,116
30122,p54083,116
30123,p54071,116
30124,p54071,116
30125,p54071,116
30126,p54031,116
30127,p51165,99
30128,p51171,99
30129,p51171,99
30130,p51171,99
30131,p51139,100
30132,p51157,100
30133,p51157,100
30134,p51047,99
30135,p51061,99
30136,p51061,99
30137,p51153,99
30138,p51153,99
30139,p51153,99
30140,p24017,123
30141,p24017,123
30142,p24017,123
30143,p24017,123
30144,p24009,123
30145,p24009,123
30146,p24019,123
30147,p24019,123
30148,p24019,123
30149,p24019,123
30150,p24045,123
30151,p24045,123
30152,p24045,123
30153,p24047,123
30154,p24047,123
30155,p24047,123
30156,p06081,9
30157,p06081,9
30158,p06085,9
30159,p06085,9
30160,p06085,9
30161,p06085,9
30162,p06085,9
30163,p06085,9
30164,p06099,9
30165,p06099,9
30166,p06099,9
30167,p06099,9
30168,p06099,9
30169,p06047,9
30170,p06047,9
30171,p06047,9
30172,p06043,9
30173,p06043,9
30174,p06043,9
30175,p06043,9
30176,p06043,9
30177,p06043,9
30178,p06043,9
30179,p06109,9
30180,p06051,10
30181,p06051,10
30182,p06051,10
30183,p06051,10
30184,p06051,10
30185,p06051,10
30186,p32021,12
30187,p32009,12
30188,p32009,12
30189,p32009,12
30190,p32009,12
30191,p32009,12
30192,p32009,12
30193,p32009,12
30194,p32023,12
30195,p32023,12
30196,p32023,12
30197,p32023,12
30198,p32023,12
30199,p32023,12
30200,p32023,12
30201,p32023,12
30202,p32023,12
30203,p32023,12
30204,p32023,12
30205,p32023,12
30206,p32023,12
30207,p32023,12
30208,p32023,12
30209,p32023,12
30210,p32023,12
30211,p32017,12
30212,p32017,12
30213,p32017,12
30214,p32017,12
30215,p32017,12
30216,p32017,12
30217,p32017,12
30218,p49027,25
30219,p49027,25
30220,p49027,25
30221,p49027,25
30222,p49027,25
30223,p49027,25
30224,p49027,25
30225,p49027,25
30226,p49027,25
30227,p49027,25
30228,p49027,25
30229,p49027,25
30230,p49027,25
30231,p49041,25
30232,p49041,25
30233,p49041,25
30234,p49041,25
30235,p49041,25
30236,p49041,25
30237,p49041,25
30238,p49015,25
30239,p49015,25
30240,p49015,25
30241,p49015,25
30242,p49015,25
30243,p49015,25
30244,p49015,25
30245,p49015,25
30246,p49019,25
30247,p49019,25
30248,p49019,25
30249,p49019,25
30250,p49019,25
30251,p49019,25
30252,p49019,25
30253,p49019,25
30254,p08077,33
30255,p08077,33
30256,p08077,33
30257,p08077,33
30258,p08077,33
30259,p08077,33
30260,p08077,33
30261,p08077,33
30262,p08077,33
30263,p08077,33
30264,p08077,33
30265,p08077,33
30266,p08097,33
30267,p08097,33
30268,p08097,33
30269,p08097,33
30270,p08097,33
30271,p08037,33
30272,p08037,33
30273,p08037,33
30274,p08117,33
30275,p08117,33
30276,p08093,33
30277,p08093,33
30278,p08093,33
30279,p08093,33
30280,p08059,33
30281,p08059,33
30282,p08035,33
30283,p08035,33
30284,p08035,33
30285,p08039,34
30286,p08039,34
30287,p08039,34
30288,p08039,34
30289,p08039,34
30290,p08039,34
30291,p08039,34
30292,p08073,34
30293,p08121,33
30294,p08121,33
30295,p08121,33
30296,p08121,33
30297,p08121,33
30298,p08125,33
30299,p08125,33
30300,p08125,33
30301,p08125,33
30302,p08125,33
30303,p08125,33
30304,p20023,52
30305,p20023,52
30306,p20023,52
30307,p20023,52
30308,p20153,52
30309,p20153,52
30310,p20153,52
30311,p20153,52
30312,p20153,52
30313,p20039,52
30314,p20039,52
30315,p20039,52
30316,p20039,52
30317,p20137,52
30318,p20137,52
30319,p20137,52
30320,p20137,52
30321,p20147,53
30322,p20147,53
30323,p20147,53
30324,p20183,53
30325,p20183,53
30326,p20183,53
30327,p20183,53
30328,p20089,53
30329,p20089,53
30330,p20089,53
30331,p20089,53
30332,p20157,53
30333,p20157,53
30334,p20157,53
30335,p20157,53
30336,p20201,53
30337,p20201,53
30338,p20201,53
30339,p20201,53
30340,p20117,53
30341,p20117,53
30342,p20117,53
30343,p20117,53
30344,p20131,53
30345,p20131,53
30346,p20131,53
30347,p20013,53
30348,p20013,53
30349,p20013,53
30350,p20013,53
30351,p20043,53
30352,p20043,53
30353,p20043,53
30354,p29021,54
30355,p29021,54
30356,p29063,54
30357,p29063,54
30358,p29025,54
30359,p29025,54
30360,p29025,54
30361,p29117,54
30362,p29117,54
30363,p29117,54
30364,p29115,54
30365,p29115,54
30366,p29115,54
30367,p29115,54
30368,p29121,71
30369,p29121,71
30370,p29121,71
30371,p29121,71
30372,p29205,71
30373,p29205,71
30374,p29205,71
30375,p29127,71
30376,p29127,71
30377,p29127,71
30378,p29173,71
30379,p17149,81
30380,p17149,81
30381,p17149,81
30382,p17149,81
30383,p17149,81
30384,p17171,81
30385,p17171,81
30386,p17137,81
30387,p17137,81
30388,p17167,82
30389,p17167,82
30390,p17167,82
30391,p17021,83
30392,p17021,83
30393,p17021,83
30394,p17021,83
30395,p17173,83
30396,p17173,83
30397,p17139,83
30398,p17139,83
30399,p17029,83
30400,p17029,83
30401,p17029,83
30402,p17045,83
30403,p17045,83
30404,p17045,83
30405,p18167,105
30406,p18167,105
30407,p18021,107
30408,p18021,107
30409,p18133,105
30410,p18133,105
30411,p18109,107
30412,p18109,107
30413,p18109,107
30414,p18081,107
30415,p18081,107
30416,p18145,107
30417,p18145,107
30418,p18145,107
30419,p18031,107
30420,p18031,107
30421,p18047,107
30422,p18047,107
30423,p18047,107
30424,p18047,107
30425,p39017,114
30426,p39061,114
30427,p39061,114
30428,p39165,114
30429,p39165,114
30430,p39027,113
30431,p39027,113
30432,p39071,112
30433,p39071,112
30434,p39071,112
30435,p39131,112
30436,p39131,112
30437,p39131,112
30438,p39131,112
30439,p39079,112
30440,p39079,112
30441,p39079,112
30442,p39105,112
30443,p39105,112
30444,p39105,112
30445,p39105,112
30446,p54035,116
30447,p54035,116
30448,p54105,116
30449,p54105,116
30450,p54013,116
30451,p54013,116
30452,p54021,116
30453,p54021,116
30454,p54041,116
30455,p54041,116
30456,p54097,116
30457,p54097,116
30458,p54083,116
30459,p54083,116
30460,p54083,116
30461,p54083,116
30462,p54071,116
30463,p54071,116
30464,p54071,116
30465,p54071,116
30466,p51165,99
30467,p51165,99
30468,p51171,99
30469,p51139,100
30470,p51139,100
30471,p51157,100
30472,p51157,100
30473,p51047,99
30474,p51047,99
30475,p51061,99
30476,p51061,99
30477,p51179,99
30478,p51179,99
30479,p24017,123
30480,p24017,123
30481,p24017,123
30482,p24037,123
30483,p24037,123
30484,p24009,123
30485,p24009,123
30486,p24019,123
30487,p24019,123
30488,p24019,123
30489,p24045,123
30490,p24039,123
30491,p24047,123
30492,p24047,123
30493,p24047,123
30494,p06087,9
30495,p06087,9
30496,p06087,9
30497,p06085,9
30498,p06085,9
30499,p06085,9
30500,p06085,9
30501,p06099,9
30502,p06099,9
30503,p06099,9
30504,p06099,9
30505,p06047,9
30506,p06047,9
30507,p06047,9
30508,p06047,9
30509,p06047,9
30510,p06043,9
30511,p06043,9
30512,p06043,9
30513,p06043,9
30514,p06043,9
30515,p06043,9
30516,p06039,9
30517,p06039,9
30518,p06039,9
30519,p06051,10
30520,p06051,10
30521,p06051,10
30522,p06051,10
30523,p06051,10
30524,p32009,12
30525,p32009,12
30526,p32009,12
30527,p32009,12
30528,p32009,12
30529,p32009,12
30530,p32009,12
30531,p32009,12
30532,p32009,12
30533,p32023,12
30534,p32023,12
30535,p32023,12
30536,p32023,12
30537,p32023,12
30538,p32023,12
30539,p32023,12
30540,p32023,12
30541,p32023,12
30542,p32023,12
30543,p32023,12
30544,p32023,12
30545,p32023,12
30546,p32023,12
30547,p32023,12
30548,p32023,12
30549,p32017,12
30550,p32017,12
30551,p32017,12
30552,p32017,12
30553,p32017,12
30554,p32017,12
30555,p32017,12
30556,p49001,25
30557,p49001,25
30558,p49001,25
30559,p49001,25
30560,p49001,25
30561,p49027,25
30562,p49027,25
30563,p49027,25
30564,p49027,25
30565,p49027,25
30566,p49027,25
30567,p49027,25
30568,p49027,25
30569,p49041,25
30570,p49041,25
30571,p49041,25
30572,p49041,25
30573,p49041,25
30574,p49041,25
30575,p49041,25
30576,p49015,25
30577,p49015,25
30578,p49015,25
30579,p49015,25
30580,p49015,25
30581,p49015,25
30582,p49015,25
30583,p49015,25
30584,p49019,25
30585,p49019,25
30586,p49019,25
30587,p49019,25
30588,p49019,25
30589,p49019,25
30590,p49019,25
30591,p49019,25
30592,p08077,33
30593,p08077,33
30594,p08077,33
30595,p08077,33
30596,p08077,33
30597,p08077,33
30598,p08077,33
30599,p08077,33
30600,p08077,33
30601,p08077,33
30602,p08077,33
30603,p08051,34
30604,p08097,33
30605,p08097,33
30606,p08097,33
30607,p08097,33
30608,p08097,33
30609,p08097,33
30610,p08065,33
30611,p08065,33
30612,p08093,33
30613,p08093,33
30614,p08093,33
30615,p08093,33
30616,p08093,33
30617,p08093,33
30618,p08059,33
30619,p08059,33
30620,p08035,33
30621,p08035,33
30622,p08035,33
30623,p08039,34
30624,p08039,34
30625,p08039,34
30626,p08039,34
30627,p08039,34
30628,p08039,34
30629,p08039,34
30630,p08073,34
30631,p08073,34
30632,p08073,34
30633,p08073,34
30634,p08063,34
30635,p08063,34
30636,p08063,34
30637,p08063,34
30638,p08063,34
30639,p08063,34
30640,p08063,34
30641,p20181,52
30642,p20181,52
30643,p20181,52
30644,p20181,52
30645,p20181,52
30646,p20153,52
30647,p20153,52
30648,p20153,52
30649,p20153,52
30650,p20153,52
30651,p20039,52
30652,p20039,52
30653,p20039,52
30654,p20039,52
30655,p20137,52
30656,p20137,52
30657,p20137,52
30658,p20147,53
30659,p20147,53
30660,p20147,53
