"gid","scenario","latitude","longitude","demand_ammonia_kg","demand_biofuel_kg","demand_ldv_kg","demand_metals_kg","demand_methanol_kg","demand_mhdv_kg","demand_ng_kg","demand_refining_kg","demand_storage_kg","demand_synfuel_kg","supply_lte_kg","supply_nuclearhte_kg","supply_smr_kg","total_demand_kg","total_supply_kg"
387,"Current R&D",40.22725545,-74.71922717,0,2883075.81135204,16291629.1712458,0,0,7240724.07610922,0,0,0,0,0,0,4966690.29057406,26415429.0587071,4966690.29057406
388,"Current R&D",40.24666218,-76.8685722,0,0,9905004.54131868,0,0,4402224.24058608,0,0,0,0,0,0,0,14307228.7819048,0
389,"Current R&D",40.26782176,-75.6472847,0,0,1233466.63546879,0,0,548207.393541686,0,0,0,0,0,0,0,1781674.02901048,0
390,"Current R&D",40.27589537,-111.7295092,0,0,8129772.18251076,0,0,3613232.08111589,0,0,0,0,0,0,0,11743004.2636266,0
391,"Current R&D",40.28642924,-74.57995103,0,0,1589339.04469629,0,0,706372.908753908,0,0,0,0,0,0,0,2295711.9534502,0
392,"Current R&D",40.3008146,-78.89222086,0,0,253512.351089398,0,0,112672.156039733,0,0,0,0,0,0,0,366184.507129131,0
393,"Current R&D",40.34918156,-76.40483895,0,0,654765.74613857,0,0,291006.998283809,0,0,0,0,0,0,0,945772.744422379,0
394,"Current R&D",40.36311189,-75.9493692,0,0,6244684.1453872,0,0,2775415.17572764,0,0,0,0,0,0,0,9020099.32111484,0
395,"Current R&D",40.37673,-80.61897797,0,14028232.1935408,29234.1953572106,0,0,12992.9757143158,0,0,0,0,0,0,2793763.28844791,14070459.3646123,2793763.28844791
396,"Current R&D",40.397779,-95.658046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,"Current R&D",40.40571082,-104.7333626,0,0,1943292.63295331,0,0,863685.614645913,0,0,0,0,0,0,0,2806978.24759922,0
398,"Current R&D",40.42698936,-86.88536657,0,40538325.5211373,579200.070617556,0,0,257422.253607802,0,0,0,0,0,0,54530120.4819277,41374947.8453627,54530120.4819277
399,"Current R&D",40.45740886,-79.95063362,0,21273982.621458,22226551.1526711,0,0,9878467.17896493,0,0,0,0,0,0,4966690.29057406,53379000.953094,4966690.29057406
400,"Current R&D",40.46601918,-86.14401175,0,0,67830.0896215977,0,0,30146.7064984879,0,0,0,0,0,0,0,97976.7961200856,0
401,"Current R&D",40.48586982,-78.39236418,0,0,251353.438346639,0,0,111712.639265173,0,0,0,0,0,0,0,363066.077611812,0
402,"Current R&D",40.49266207,-81.44526386,0,0,24634.356984283,0,0,10948.6031041258,0,0,0,0,0,0,0,35582.9600884088,0
403,"Current R&D",40.49343745,-88.97887959,0,0,1090701.22133026,0,0,484756.098369003,0,0,0,0,0,0,0,1575457.31969926,0
404,"Current R&D",40.49876005,-105.058524,0,0,3365688.42520137,0,0,1495861.52231172,0,0,0,0,0,0,0,4861549.94751309,0
405,"Current R&D",40.50380694,-110.3338202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,"Current R&D",40.53926945,-112.2994268,0,0,86724.0825578678,0,0,38544.0366923857,0,0,0,0,0,0,0,125268.119250254,0
407,"Current R&D",40.54391391,-85.66185015,0,0,18998.5160845884,0,0,8443.78492648374,0,0,0,0,0,0,0,27442.3010110721,0
408,"Current R&D",40.57563028,-122.3613723,0,0,2655316.57536776,0,0,1180140.70016345,0,0,0,0,0,0,0,3835457.27553121,0
409,"Current R&D",40.58011168,-83.11366575,0,0,18709.975828366,0,0,8315.54481260711,0,0,0,0,0,0,0,27025.5206409731,0
410,"Current R&D",40.63802168,-111.9269069,0,6992991.88599101,25193639.3137528,0,0,11197173.0283346,0,80549891.3674349,0,0,0,0,67257264.3515237,123933695.595513,67257264.3515237
411,"Current R&D",40.64450902,-80.57044741,0,28056464.3870817,15758.6205001299,0,0,7003.83133339107,0,8860102.82855573,0,0,0,386549234.428795,10605953.2246634,36939329.6674709,397155187.653458
412,"Current R&D",40.64704127,-75.43406804,0,0,14444027.7725305,0,0,6419567.89890243,0,0,0,0,0,0,0,20863595.6714329,0
413,"Current R&D",40.6594457,-76.20101201,0,0,124860.744404689,0,0,55493.6641798616,0,0,0,0,0,0,0,180354.408584551,0
414,"Current R&D",40.70114555,-89.58579417,0,43510868.089329,1144510.00726698,0,0,508671.114340878,0,0,0,0,0,0,9933380.58114812,45164049.2109369,9933380.58114812
415,"Current R&D",40.7067798,-99.07246655,0,0,45389.0705591148,0,0,20172.9202484955,0,0,0,0,0,0,0,65561.9908076103,0
416,"Current R&D",40.71580874,-73.96816066,0,35840674.1959804,589784141.501256,0,0,262126285.111669,0,98770885.4452908,0,0,0,0,80450035.4358611,986521986.254196,80450035.4358611
417,"Current R&D",40.74071311,-84.12044482,107723577.235772,42084696.5806225,33341.7303573648,0,0,14818.5468254955,0,71266044.4905569,0,0,0,0,275834423.012531,221122478.584134,275834423.012531
418,"Current R&D",40.75336734,-82.53010947,0,0,54249.5949178851,0,0,24110.9310746156,0,0,0,0,0,0,0,78360.5259925007,0
419,"Current R&D",40.77709953,-124.1697449,0,0,827338.542297972,0,0,367706.018799098,0,0,0,0,0,0,0,1195044.56109707,0
420,"Current R&D",40.79207528,-76.51528901,0,0,120076.240305854,0,0,53367.2179137127,0,0,0,0,0,0,0,173443.458219567,0
421,"Current R&D",40.79837979,-77.86006509,0,0,1291296.1350181,0,0,573909.393341379,0,0,0,0,0,0,0,1865205.52835948,0
422,"Current R&D",40.80815326,-96.68084746,51829268.2926829,230584507.123649,1816051.78494332,0,0,807134.126641476,0,0,0,0,0,0,74327821.258874,285036961.327917,74327821.258874
423,"Current R&D",40.82038449,-81.92811738,0,0,9187.6886001265,0,0,4083.41715561177,0,0,0,0,0,0,0,13271.1057557383,0
424,"Current R&D",40.82862562,-81.42980681,0,14028232.1935408,983731.765372401,0,0,437214.117943289,0,38522186.2111119,0,0,0,0,0,53971364.2879684,0
425,"Current R&D",40.86627677,-79.92255101,0,21273982.621458,78750.4687522906,0,0,35000.2083343514,0,0,0,0,0,0,14486180.0141743,21387733.2985446,14486180.0141743
426,"Current R&D",40.91477131,-124.0902056,0,0,454409.889558386,0,0,201959.950914838,0,0,0,0,0,0,0,656369.840473224,0
427,"Current R&D",40.91483039,-81.09586957,0,0,8821.42678493002,0,0,3920.63412663556,0,0,0,0,0,0,0,12742.0609115656,0
428,"Current R&D",40.92598149,-98.35536029,5081300.81300813,115292253.561825,48151.2669203552,0,0,21400.5630757134,0,0,0,0,0,0,6739244.57666453,120443106.204829,6739244.57666453
429,"Current R&D",40.942039,-90.35606425,126016260.162602,43510868.089329,29409.6636415963,0,0,13070.9616184872,0,0,0,0,0,0,167133265.50128,169569608.877191,167133265.50128
430,"Current R&D",40.98207841,-75.98036386,0,0,213229.118484398,0,0,94768.4971041768,0,0,0,0,0,0,0,307997.615588575,0
431,"Current R&D",40.99041504,-76.87576309,0,0,194530.877319746,0,0,86458.1676976647,0,0,0,0,0,0,0,280989.045017411,0
432,"Current R&D",41.01897451,-76.40431513,0,0,285247.796456333,0,0,126776.798425037,0,0,0,0,0,0,0,412024.59488137,0
433,"Current R&D",41.02030975,-75.21042934,0,21273982.621458,739830.848319968,0,0,328813.71036443,0,0,0,0,0,0,1117505.31537916,22342627.1801424,1117505.31537916
434,"Current R&D",41.05221739,-83.63918891,0,0,29475.2131679585,0,0,13100.0947413149,0,0,0,0,0,0,0,42575.3079092734,0
435,"Current R&D",41.06626469,-81.49284125,0,0,3747859.65278384,0,0,1665715.40123726,0,0,0,0,0,0,0,5413575.0540211,0
436,"Current R&D",41.10016419,-85.13827724,0,40538325.5211373,2035908.12479716,0,0,904848.055465403,0,0,0,0,0,0,9829907.86676116,43479081.7013999,9829907.86676116
437,"Current R&D",41.12,-94.36,6097560.97560976,0,0,0,0,0,0,0,0,0,0,0,8087093.49199744,6097560.97560976,8087093.49199744
438,"Current R&D",41.14061668,-104.8062547,27439024.3902439,7667388.80740882,558333.618462579,0,0,248148.274872257,0,20031536.8297782,0,0,0,0,50619418.9421954,55944431.9207658,50619418.9421954
439,"Current R&D",41.14076431,-111.9860712,0,3496495.94299551,3832052.25335437,0,0,1703134.33482416,0,0,0,0,0,0,0,9031682.53117404,0
440,"Current R&D",41.14462884,-80.68116883,0,0,759362.134544913,0,0,337494.282019961,0,0,0,0,0,0,0,1096856.41656487,0
441,"Current R&D",41.15168401,-87.86324802,0,87021736.1786579,191493.099579287,0,0,85108.044257461,0,100157684.148891,0,0,0,0,95996810.7725017,187456021.471386,95996810.7725017
442,"Current R&D",41.16905261,-74.54656516,0,0,840012.605085372,0,0,373338.935593498,0,0,0,0,0,0,0,1213351.54067887,0
443,"Current R&D",41.2347002,-96.03366774,0,0,7367871.63994646,0,0,3274609.61775398,0,0,0,0,0,0,0,10642481.2577004,0
444,"Current R&D",41.23541058,-73.30904934,0,1093940.29973076,25036826.0788329,0,0,11127478.2572591,0,0,0,0,0,0,0,37258244.6358228,0
445,"Current R&D",41.24720263,-77.00334921,0,0,445442.177033428,0,0,197974.300903746,0,0,0,0,0,0,0,643416.477937174,0
446,"Current R&D",41.24954525,-85.83284208,0,0,58872.3739603883,0,0,26165.4995379503,0,0,0,0,0,0,0,85037.8734983386,0
447,"Current R&D",41.261142,-110.806321,0,0,0,0,0,0,0,1309754.3311778,0,0,0,0,0,1309754.3311778,0
448,"Current R&D",41.3104677,-121.4427313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,"Current R&D",41.31636377,-105.6044974,0,0,85907.9159107532,0,0,38181.2959603347,0,0,0,0,0,0,0,124089.211871088,0
450,"Current R&D",41.3346244,-89.11981456,0,0,65290.9347163223,0,0,29018.1932072543,0,0,0,0,0,0,0,94309.1279235766,0
451,"Current R&D",41.35044272,-75.78320497,0,0,6129199.89287377,0,0,2724088.84127723,0,0,0,0,0,0,0,8853288.734151,0
452,"Current R&D",41.37022629,-72.78153317,0,0,22403131.4075524,0,0,9956947.29224552,0,0,0,0,0,0,0,32360078.6997979,0
453,"Current R&D",41.37534178,-83.64988699,0,0,5711.05249563865,0,0,2538.24555361718,0,0,0,0,0,0,0,8249.29804925583,0
454,"Current R&D",41.39816754,-72.07287644,0,0,1683469.84123294,0,0,748208.81832575,0,0,0,0,0,131857153.673032,0,2431678.65955869,131857153.673032
455,"Current R&D",41.40450418,-82.16152321,0,0,288945.278524102,0,0,128420.12378849,0,0,0,0,0,0,0,417365.402312592,0
456,"Current R&D",41.42069383,-82.67951531,0,0,22677.5279588724,0,0,10078.9013150544,0,0,0,0,0,185879248.826291,0,32756.4292739268,185879248.826291
457,"Current R&D",41.4273738,-78.5609398,0,21273982.621458,0,0,0,0,0,0,0,0,0,0,745003.543586109,21273982.621458,745003.543586109
458,"Current R&D",41.44259146,-81.60434848,0,28056464.3870817,31485930.191302,222222222.222222,0,13993746.7516898,0,0,0,0,0,251472776.212833,3880226.78951098,295758363.552296,255353003.002344
459,"Current R&D",41.44505338,-74.39384306,0,0,945783.665699905,0,0,420348.295866624,0,0,0,0,0,0,0,1366131.96156653,0
460,"Current R&D",41.45527138,-73.42491723,0,0,4118818.85329409,0,0,1830586.1570196,0,0,0,0,0,0,0,5949405.01031369,0
461,"Current R&D",41.51745917,-90.51312374,0,0,416771.174123415,0,0,185231.63294374,0,0,0,0,0,0,0,602002.807067155,0
462,"Current R&D",41.52535356,-99.17519733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,"Current R&D",41.54,-109.13,28455284.5528455,0,0,0,0,0,0,0,0,0,0,0,37739769.6293214,28455284.5528455,37739769.6293214
464,"Current R&D",41.54667858,-92.6445543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,"Current R&D",41.54912263,-73.03953582,0,0,1935198.26118816,0,0,860088.116083626,0,0,0,0,0,0,0,2795286.37727179,0
466,"Current R&D",41.55319803,-73.98279496,0,0,8261840.62862468,0,0,3671929.16827763,0,0,0,0,0,422780311.111111,0,11933769.7969023,422780311.111111
467,"Current R&D",41.61891626,-93.65699194,0,203279680.822208,6393082.69034317,0,0,2841370.08459696,0,0,0,0,0,0,3880226.78951098,212514133.597148,3880226.78951098
468,"Current R&D",41.63920725,-83.61374498,0,42084696.5806225,3800304.57667015,222222222.222222,0,1689024.25629784,0,134057208.014669,0,0,0,0,589794472.00567,403853455.650482,589794472.00567
469,"Current R&D",41.65933058,-85.92590797,0,0,687690.032758962,0,0,305640.014559539,0,0,0,0,0,0,0,993330.047318501,0
470,"Current R&D",41.67450251,-86.82074196,0,0,153815.148918732,0,0,68362.2884083254,0,0,0,0,0,0,0,222177.437327057,0
471,"Current R&D",41.67528364,-70.93835619,0,0,1542129.27605245,0,0,685390.789356644,0,0,0,0,0,0,0,2227520.06540909,0
472,"Current R&D",41.68115814,-91.55937965,0,0,1348416.04190099,0,0,599296.01862266,0,0,0,0,0,0,0,1947712.06052365,0
473,"Current R&D",41.70168243,-70.3851915,0,3929841.96836832,3442307.65641277,0,0,1529914.51396123,0,0,0,0,0,0,0,8902064.13874232,0
474,"Current R&D",41.71424081,-86.21332738,0,0,1027643.07694444,0,0,456730.256419751,0,0,0,0,0,0,0,1484373.33336419,0
475,"Current R&D",41.72456267,-111.834849,0,0,251475.179121545,0,0,111766.746276242,0,0,0,0,0,0,0,363241.925397787,0
476,"Current R&D",41.73215191,-102.6829634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"Current R&D",41.74018473,-72.69928942,0,0,24469296.1534434,0,0,10875242.7348637,0,0,0,0,0,0,0,35344538.8883071,0
478,"Current R&D",41.77675362,-71.39741362,0,1238636.69432505,27407779.0471046,0,0,12181235.1320465,0,0,0,0,0,0,0,40827650.8734761,0
479,"Current R&D",41.780163,-107.109511,0,0,0,0,0,0,0,34669967.5900007,0,0,0,0,0,34669967.5900007,0
480,"Current R&D",41.82638494,-87.89856991,0,130532604.267987,306505655.77993,222222222.222222,0,136224735.902191,0,236988489.57076,0,0,0,0,1282544294.82636,1032473707.74309,1282544294.82636
481,"Current R&D",41.84051645,-73.09596436,0,0,149207.319743254,0,0,66314.3643303352,0,0,0,0,0,0,0,215521.684073589,0
482,"Current R&D",41.84130073,-90.20538954,0,0,76608.1857064085,0,0,34048.0825361815,0,0,0,0,0,403389454.773083,0,110656.26824259,403389454.773083
483,"Current R&D",41.92023213,-83.38863745,0,0,45069.6379607566,0,0,20030.9502047807,0,0,0,0,0,0,0,65100.5881655373,0
484,"Current R&D",41.94076134,-84.01031815,0,0,25091.9379148681,0,0,11151.972406608,0,0,0,0,0,0,0,36243.9103214761,0
485,"Current R&D",41.9468932,-74.01582204,0,0,143567.739972725,0,0,63807.8844323224,0,0,0,0,0,0,0,207375.624405047,0
486,"Current R&D",41.95156394,-88.7260266,0,0,228494.779682464,0,0,101553.235414428,0,0,0,0,0,0,0,330048.015096892,0
487,"Current R&D",41.99866355,-91.66172734,0,0,580375.461740898,0,0,257944.649662621,0,0,0,0,0,128199789.671362,0,838320.111403519,128199789.671362
488,"Current R&D",42.02834529,-93.63249542,51829268.2926829,101639840.411104,35012.9586520176,0,0,15561.3149564523,0,0,0,0,0,0,68740294.6819782,153519682.977395,68740294.6819782
489,"Current R&D",42.06643698,-86.46550107,0,0,152952.751099796,0,0,67979.0004887981,0,0,0,0,0,162589027.230047,0,220931.751588594,162589027.230047
490,"Current R&D",42.08557134,-80.11421282,0,42547965.242916,648463.084318344,222222222.222222,0,288205.815252597,0,0,0,0,0,0,3104181.43160879,265706856.364709,3104181.43160879
491,"Current R&D",42.1033174,-79.26601721,0,17920337.0979902,59346.8459329963,0,0,26376.3759702205,0,31511148.3206895,0,0,0,0,0,49517208.6405829,0
492,"Current R&D",42.10543996,-75.96634086,0,0,3399715.1810647,0,0,1510984.52491765,0,0,0,0,0,0,0,4910699.70598235,0
493,"Current R&D",42.12524664,-72.57470311,0,0,11148421.1866781,0,0,4954853.86074581,0,0,0,0,0,0,0,16103275.0474239,0
494,"Current R&D",42.1253892,-76.84913874,0,0,106485.199082904,0,0,47326.7551479573,0,0,0,0,0,0,0,153811.954230861,0
495,"Current R&D",42.18580919,-71.79514597,0,0,19583340.1997078,0,0,8703706.75542568,0,0,0,0,0,0,0,28287046.9551335,0
496,"Current R&D",42.20777736,-121.7560486,0,0,1111275.45721041,0,0,493900.203204627,0,0,0,0,0,0,0,1605175.66041504,0
497,"Current R&D",42.2215426,-105.8418502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"Current R&D",42.23945681,-83.66385655,0,0,6034576.95115617,0,0,2682034.20051385,0,0,0,0,0,0,0,8716611.15167002,0
499,"Current R&D",42.24544525,-84.41162781,0,0,68086.2088134082,0,0,30260.5372504036,0,0,0,0,0,0,0,98346.7460638118,0
500,"Current R&D",42.24983911,-85.59124555,0,0,1163088.4825539,0,0,516928.214468399,0,0,0,0,0,0,0,1680016.6970223,0
501,"Current R&D",42.2619,-110.1946,0,5111592.53827255,0,0,0,0,0,0,0,0,0,0,38802267.8951098,5111592.53827255,38802267.8951098
502,"Current R&D",42.29526093,-89.01018336,0,0,1368964.81003141,0,0,608428.804458405,0,0,0,0,0,0,0,1977393.61448982,0
503,"Current R&D",42.31450341,-85.19949557,0,0,96959.3561501606,0,0,43093.0471778491,0,0,0,0,0,0,0,140052.40332801,0
504,"Current R&D",42.33489836,-122.8446037,0,0,3617171.60802538,0,0,1607631.82578906,0,0,0,0,0,0,0,5224803.43381444,0
505,"Current R&D",42.37258701,-71.14208445,0,0,160857901.605699,0,0,71492400.713644,0,0,0,0,0,0,0,232350302.319343,0
506,"Current R&D",42.41000144,-88.14333233,0,0,4216587.22456239,0,0,1874038.76647217,0,0,0,0,0,0,0,6090625.99103456,0
507,"Current R&D",42.42856926,-123.3233055,0,0,892814.863817582,0,0,396806.606141148,0,0,0,0,0,0,0,1289621.46995873,0
508,"Current R&D",42.42928472,-95.02694442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"Current R&D",42.46169827,-76.48337179,0,0,73384.7261720142,0,0,32615.4338542285,0,0,0,0,0,0,0,106000.160026243,0
510,"Current R&D",42.48010727,-73.22011901,0,0,213066.793940476,0,0,94696.3528624336,0,0,0,0,0,0,0,307763.14680291,0
511,"Current R&D",42.48161485,-96.40035923,188008130.081301,203279680.822208,291650.440801129,0,0,129622.418133835,0,0,0,0,0,0,251524976.338714,391709083.762444,251524976.338714
512,"Current R&D",42.48960675,-83.22772995,0,120992290.434615,86506546.8351525,0,0,38447354.1489567,0,55471948.1440011,0,0,0,0,3725017.71793055,301418139.562725,3725017.71793055
513,"Current R&D",42.49529972,-92.38338914,0,0,321503.019499901,0,0,142890.230888845,0,0,0,0,0,0,0,464393.250388746,0
514,"Current R&D",42.50456523,-90.69257095,50813008.1300813,101639840.411104,111364.079731856,0,0,49495.1465474916,0,0,0,0,0,0,67392445.7666453,152613707.767465,67392445.7666453
515,"Current R&D",42.51004252,-89.0264932,0,0,210181.71616402,0,0,93414.0960728976,0,0,0,0,0,0,0,303595.812236918,0
516,"Current R&D",42.51376625,-83.80534205,0,0,323657.711065835,0,0,143847.871584815,0,0,0,0,0,0,0,467505.58265065,0
517,"Current R&D",42.56151386,-114.455637,0,0,528641.145037431,0,0,234951.620016636,0,0,0,0,0,0,0,763592.765054067,0
518,"Current R&D",42.56866944,-71.84813883,0,0,401313.971041514,0,0,178361.764907339,0,0,0,0,0,0,0,579675.735948853,0
519,"Current R&D",42.56876293,-87.86728452,0,0,910360.959453518,0,0,404604.87086823,0,0,0,0,0,0,0,1314965.83032175,0
520,"Current R&D",42.69977411,-89.00515731,0,0,159585.393394531,0,0,70926.8415086803,0,0,0,0,0,0,0,230512.234903211,0
521,"Current R&D",42.72140989,-84.53807731,0,0,2804359.89436897,0,0,1246382.1752751,0,0,0,0,0,0,0,4050742.06964407,0
522,"Current R&D",42.73654199,-87.83832291,0,0,1125327.62491933,0,0,500145.611075258,0,0,0,0,0,0,0,1625473.23599459,0
523,"Current R&D",42.74594498,-73.79843198,0,0,15639719.3596941,0,0,6950986.38208627,0,0,0,0,0,0,0,22590705.7417804,0
524,"Current R&D",42.80097778,-86.10165704,0,0,201961.754735283,0,0,89760.779882348,0,0,0,0,0,0,0,291722.534617631,0
525,"Current R&D",42.81961984,-71.44685074,0,0,3106557.5150299,0,0,1380692.22890218,0,0,0,0,0,0,0,4487249.74393208,0
526,"Current R&D",42.84700714,-106.3573668,0,2555796.26913627,305156.498749858,0,0,135625.110555492,0,9823157.48383352,0,0,0,0,0,12819735.3622751,0
527,"Current R&D",42.88395029,-112.4469031,0,0,359065.988785967,0,0,159584.883904874,0,0,0,0,0,0,0,518650.872690841,0
528,"Current R&D",42.92672024,-78.82419582,0,35840674.1959804,16805568.8483538,222222222.222222,0,7469141.71037945,0,0,0,0,0,0,81226080.7937633,282337606.976936,81226080.7937633
529,"Current R&D",42.92688776,-76.56177813,0,0,110399.458542245,0,0,49066.4260187755,0,0,0,0,0,0,0,159465.884561021,0
530,"Current R&D",42.94252649,-85.67063474,0,0,13036199.7178432,0,0,5793866.54126362,0,0,0,0,0,0,0,18830066.2591068,0
531,"Current R&D",42.95758835,-82.48416394,0,0,100529.495563914,0,0,44679.775806184,0,0,0,0,0,0,0,145209.271370098,0
532,"Current R&D",42.98864322,-83.69545522,0,0,831346.520683374,0,0,369487.342525944,0,0,0,0,0,0,0,1200833.86320932,0
533,"Current R&D",42.99028513,-71.48034852,0,0,1735740.04823486,0,0,771440.021437715,0,0,0,0,0,0,0,2507180.06967258,0
534,"Current R&D",43.04146963,-70.81490229,0,0,288972.605314876,0,0,128432.269028834,0,0,0,0,0,81246724.3382626,0,417404.87434371,81246724.3382626
535,"Current R&D",43.04702837,-109.2687347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,"Current R&D",43.05766776,-88.10270425,0,0,41409011.2628455,0,0,18404005.0057091,0,0,0,0,0,0,0,59813016.2685546,0
537,"Current R&D",43.05964046,-73.79590806,0,0,310509.151304553,0,0,138004.067246468,0,0,0,0,0,0,0,448513.218551021,0
538,"Current R&D",43.08090885,-89.38523954,0,0,10569235.0161993,0,0,4697437.78497748,0,0,0,0,0,0,0,15266672.8011768,0
539,"Current R&D",43.09011539,-76.16344941,0,0,10954578.6327391,0,0,4868701.6145507,0,0,0,0,0,0,0,15823280.2472898,0
540,"Current R&D",43.09517529,-75.27574042,0,0,225300.393115276,0,0,100133.508051234,0,0,0,0,0,0,0,325433.90116651,0
541,"Current R&D",43.13781221,-77.56981251,0,17920337.0979902,21474470.3680988,222222222.222222,0,9544209.05248837,0,0,0,0,0,125955365.258216,0,271161238.740799,125955365.258216
542,"Current R&D",43.16238925,-78.67714151,0,0,49256.3921369875,0,0,21891.7298386611,0,0,0,0,0,0,0,71148.1219756486,0
543,"Current R&D",43.16522462,-86.21272505,0,0,516119.234268289,0,0,229386.326341462,0,0,0,0,0,0,0,745505.560609751,0
544,"Current R&D",43.19839857,-118.7888436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,"Current R&D",43.20371559,-123.3657486,0,0,832169.353756842,0,0,369853.046114152,0,0,0,0,0,0,0,1202022.39987099,0
546,"Current R&D",43.2227512,-71.55353355,0,10152296.6025562,112114.029046051,0,0,49828.4573538002,0,0,0,0,0,0,0,10314239.0889561,0
547,"Current R&D",43.23100244,-70.90442492,0,0,194174.403996601,0,0,86299.7351096004,0,0,0,0,0,0,0,280474.139106201,0
548,"Current R&D",43.23246861,-75.44341669,0,0,93866.5331514055,0,0,41718.4591784024,0,0,0,0,0,0,0,135584.992329808,0
549,"Current R&D",43.32028563,-73.65631887,0,0,317018.161232113,0,0,140896.960547606,0,0,0,0,0,0,0,457915.121779719,0
550,"Current R&D",43.38810816,-88.2341418,0,0,132969.660726498,0,0,59097.6269895547,0,0,0,0,0,0,0,192067.287716053,0
551,"Current R&D",43.40952076,-76.46757325,0,0,97474.9917041443,0,0,43322.2185351752,0,0,0,0,0,167804723.004695,0,140797.21023932,167804723.004695
552,"Current R&D",43.43235593,-83.97910032,0,0,131375.864024245,0,0,58389.2728996643,0,0,0,0,0,0,0,189765.136923909,0
553,"Current R&D",43.49458106,-112.0004346,0,0,374415.216014476,0,0,166406.7626731,0,0,0,0,0,0,0,540821.978687576,0
554,"Current R&D",43.53415244,-96.73483983,0,0,424141.404715861,0,0,188507.290984827,0,0,0,0,0,0,0,612648.695700688,0
555,"Current R&D",43.59263374,-84.76195506,0,0,2296.7946103747,0,0,1020.79760461098,0,0,0,0,0,0,0,3317.59221498568,0
556,"Current R&D",43.60764359,-83.88864532,0,0,77506.5750147181,0,0,34447.366673208,0,0,0,0,0,0,0,111953.941687926,0
557,"Current R&D",43.61547205,-116.6085124,0,0,1543004.32657732,0,0,685779.700701032,0,0,0,0,0,0,0,2228784.02727835,0
558,"Current R&D",43.61605362,-84.22073685,0,60496145.2173075,79692.1657382633,0,0,35418.740328117,0,0,0,0,0,0,1940113.39475549,60611256.1233739,1940113.39475549
559,"Current R&D",43.61778027,-116.2903364,0,0,3463064.56343434,0,0,1539139.80597081,0,0,0,0,0,0,0,5002204.36940515,0
560,"Current R&D",43.66326246,-70.32546065,0,0,875731.035014307,0,0,389213.793339692,0,0,0,0,0,0,0,1264944.828354,0
561,"Current R&D",43.75134538,-87.75658592,0,0,146098.791545906,0,0,64932.7962426247,0,0,0,0,0,0,0,211031.587788531,0
562,"Current R&D",43.78191369,-88.44066046,0,0,135905.494514106,0,0,60402.4420062694,0,0,0,0,0,0,0,196307.936520375,0
563,"Current R&D",43.848521,-104.213903,0,0,0,0,0,0,0,7126604.44905569,0,0,0,0,0,7126604.44905569,0
564,"Current R&D",43.86145311,-91.22609015,0,0,291274.627295315,0,0,129455.389909029,0,0,0,0,0,0,0,420730.017204344,0
565,"Current R&D",44.00941414,-75.81891044,0,0,170520.392290377,0,0,75786.8410179455,0,0,0,0,0,0,0,246307.233308322,0
566,"Current R&D",44.02186586,-92.47643185,0,0,138607.796068609,0,0,61603.4649193817,0,0,0,0,0,0,0,200211.260987991,0
567,"Current R&D",44.02737286,-88.56407201,0,0,180197.063867536,0,0,80087.5839411273,0,0,0,0,0,0,0,260284.647808663,0
568,"Current R&D",44.048202,-91.66599743,0,0,59937.5691041352,0,0,26638.9196018378,0,0,0,0,0,0,0,86576.488705973,0
569,"Current R&D",44.04908515,-121.3120018,0,0,1282586.10104929,0,0,570038.267133016,0,0,0,0,0,0,0,1852624.36818231,0
570,"Current R&D",44.06495591,-123.0758902,0,0,4706093.61139816,0,0,2091597.1606214,0,0,0,0,0,0,0,6797690.77201956,0
571,"Current R&D",44.08180348,-70.18166745,0,0,59607.2260858745,0,0,26492.1004826109,0,0,0,0,0,0,0,86099.3265684854,0
572,"Current R&D",44.08320259,-103.2449728,0,210774401.254856,644664.531026574,0,0,286517.569345144,0,0,0,0,0,0,0,211705583.355228,0
573,"Current R&D",44.11702473,-87.64994648,0,0,41058.0947594953,0,0,18248.0421153313,0,0,0,0,0,0,0,59306.1368748266,0
574,"Current R&D",44.16579613,-93.99046468,0,58870199.6031696,67479.0027780934,0,0,29990.6679013748,0,0,0,0,0,0,7243090.00708717,58967669.2738491,7243090.00708717
575,"Current R&D",44.24719796,-88.41125098,0,0,853265.88270162,0,0,379229.28120072,0,0,0,0,0,0,0,1232495.16390234,0
576,"Current R&D",44.27388676,-105.487443,0,2555796.26913627,221386.573918112,0,0,98394.0328524942,0,0,0,0,0,0,620836.286321758,2875576.87590688,620836.286321758
577,"Current R&D",44.32428645,-106.6966774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,"Current R&D",44.41514358,-95.73902739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
